"rep","unit","time","share"
1,5,7,0.473559606774828
1,5,8,0.48162173266217
1,5,9,0.480815611810632
1,5,10,0.47022577009295
1,5,11,0.440662359168219
1,5,12,0.416319867678547
1,5,13,0.377597553690787
1,5,14,0.337853329465595
1,5,15,0.291513640888817
1,5,16,0.253006674602836
1,5,17,0.216898162918187
1,5,18,0.184792545806256
1,5,19,0.165396542206547
1,5,20,0.131304180567204
1,5,21,0.108933773887309
1,5,22,0.0954180688868731
1,5,23,0.0835029665700778
1,5,24,0.0781557733486294
1,5,25,0.0752308939074879
1,5,26,0.0747513502764804
1,5,27,0.0778700671308714
1,5,28,0.0820696861562231
1,5,29,0.0863847612407987
1,5,30,0.0934055741758068
1,6,1,0.155036126259947
1,6,2,0.181126755443991
1,6,3,0.210862634304797
1,6,4,0.24187936824794
1,6,5,0.261046590975935
1,6,6,0.280088930236489
1,6,7,0.29475126521937
1,6,8,0.302299993540917
1,6,9,0.297330078498094
1,6,10,0.286852087708132
1,6,11,0.271124573866963
1,6,12,0.24908653937995
1,6,13,0.224419881718426
1,6,14,0.19732522865638
1,6,15,0.170649116598388
1,6,16,0.143993063410766
1,6,17,0.125016714418827
1,6,18,0.106450887510929
1,6,19,0.0940201080446821
1,6,20,0.0867806339138787
1,6,21,0.0806072926626404
1,6,22,0.0793869990097607
1,6,23,0.0809709704564843
1,6,24,0.0853961819505715
1,6,25,0.0926169652249091
1,6,26,0.105025119472744
1,6,27,0.118839406511532
1,6,28,0.139330558991779
1,6,29,0.165784320214288
1,6,30,0.196922875097034
1,7,1,0.209620833477134
1,7,2,0.246073536018665
1,7,3,0.278647311613734
1,7,4,0.30907756227209
1,7,5,0.345837785868077
1,7,6,0.36384687910597
1,7,7,0.381635867227147
1,7,8,0.392129078452401
1,7,9,0.385808010214201
1,7,10,0.376500782986893
1,7,11,0.356663784653476
1,7,12,0.325770620696623
1,7,13,0.299360423185542
1,7,14,0.255108400242698
1,7,15,0.227199956549866
1,7,16,0.196852196955787
1,7,17,0.168120088765176
1,7,18,0.145638694351596
1,7,19,0.127514331628839
1,7,20,0.101583493250967
1,7,21,0.0847778541823418
1,7,22,0.0738572838416314
1,7,23,0.06561226943647
1,7,24,0.0613094879448869
1,7,25,0.057918947954875
1,7,26,0.0585547502439739
1,7,27,0.0585424036037688
1,7,28,0.0620014244410296
1,7,29,0.0667047013284537
1,7,30,0.0708262475673081
1,8,1,0.232389856958058
1,8,2,0.269459499206079
1,8,3,0.310412396752068
1,8,4,0.339244173489675
1,8,5,0.367296584244973
1,8,6,0.391439832766971
1,8,7,0.407867991815341
1,8,8,0.416738678295629
1,8,9,0.413127563380561
1,8,10,0.40691749047627
1,8,11,0.381511267790866
1,8,12,0.354469604285145
1,8,13,0.322130115100214
1,8,14,0.286308005962822
1,8,15,0.254623456439891
1,8,16,0.218697839205231
1,8,17,0.191977883926255
1,8,18,0.166264742483659
1,8,19,0.149462268494095
1,8,20,0.13067132784285
1,8,21,0.117778356194134
1,8,22,0.108588774445021
1,8,23,0.104812130280827
1,8,24,0.103323548880005
1,8,25,0.105966457270773
1,8,26,0.113172240132153
1,8,27,0.126280065542111
1,8,28,0.140214477985891
1,8,29,0.156870834847014
1,8,30,0.178003089687453
1,9,1,0.218261033240229
1,9,2,0.250800070014992
1,9,3,0.285693986729148
1,9,4,0.316606488466962
1,9,5,0.345835101888069
1,9,6,0.37499614095872
1,9,7,0.386678277639344
1,9,8,0.3939373144244
1,9,9,0.391084014533619
1,9,10,0.377232932590925
1,9,11,0.364324711442879
1,9,12,0.333665666080942
1,9,13,0.300956024238173
1,9,14,0.265835709297705
1,9,15,0.22931131688348
1,9,16,0.202954476861242
1,9,17,0.175006423001841
1,9,18,0.150627065498198
1,9,19,0.133282944891594
1,9,20,0.140218373389027
1,9,21,0.152194056707465
1,9,22,0.169027293211701
1,9,23,0.192712064987481
1,9,24,0.228849317073938
1,9,25,0.274392976508107
1,9,26,0.329421039168768
1,9,27,0.406470506805233
1,9,28,0.483527549108497
1,9,29,0.579154396326705
1,9,30,0.663702479000824
1,10,1,0.153084043269448
1,10,2,0.179338623955853
1,10,3,0.203450706724088
1,10,4,0.232027048818481
1,10,5,0.25694298619405
1,10,6,0.273674127096415
1,10,7,0.2888900265589
1,10,8,0.290310209637256
1,10,9,0.29546074733246
1,10,10,0.281870531864447
1,10,11,0.266846816016657
1,10,12,0.246398290947921
1,10,13,0.220014121377492
1,10,14,0.190653057852295
1,10,15,0.167272029622435
1,10,16,0.139665621579907
1,10,17,0.120128889593481
1,10,18,0.103595339642668
1,10,19,0.0904995081342076
1,10,20,0.0954143285516002
1,10,21,0.100047380331759
1,10,22,0.110768062488072
1,10,23,0.128084659742616
1,10,24,0.145866771853598
1,10,25,0.178488391954749
1,10,26,0.2196382158959
1,10,27,0.272970418803035
1,10,28,0.341006764568454
1,10,29,0.414380924762195
1,10,30,0.499803116853264
1,11,1,0.210865111298493
1,11,2,0.243969329739414
1,11,3,0.276103357474836
1,11,4,0.309069000078349
1,11,5,0.340679826266131
1,11,6,0.36595454340829
1,11,7,0.380991805007266
1,11,8,0.388259580565447
1,11,9,0.382680523334913
1,11,10,0.373359168145234
1,11,11,0.353049182818818
1,11,12,0.327258897114159
1,11,13,0.297472214633129
1,11,14,0.262199255541127
1,11,15,0.225520160615265
1,11,16,0.196142690855904
1,11,17,0.167641642900143
1,11,18,0.144678800225387
1,11,19,0.129171755672074
1,11,20,0.102436964484579
1,11,21,0.0844582582217598
1,11,22,0.0718510310649771
1,11,23,0.0640933656483196
1,11,24,0.0574424148383304
1,11,25,0.0552202671126931
1,11,26,0.0531650155215409
1,11,27,0.0538571774787525
1,11,28,0.0550336296006552
1,11,29,0.057609133666101
1,11,30,0.0609080360775341
2,1,1,0.291085562664367
2,1,2,0.340435542501631
2,1,3,0.377933324862856
2,1,4,0.422971793039999
2,1,5,0.454631757732075
2,1,6,0.4801275179032
2,1,7,0.498036611616967
2,1,8,0.505346584889266
2,1,9,0.504035538518815
2,1,10,0.493829998278011
2,1,11,0.465722631686086
2,1,12,0.438415889142521
2,1,13,0.404291549793085
2,1,14,0.358956151724815
2,1,15,0.312187380641864
2,1,16,0.274813708044732
2,1,17,0.239211616729219
2,1,18,0.208845408894802
2,1,19,0.184482270700487
2,1,20,0.167422302095505
2,1,21,0.152714887319081
2,1,22,0.148449280911717
2,1,23,0.147004036501952
2,1,24,0.150287073709902
2,1,25,0.159339691297429
2,1,26,0.174211027539652
2,1,27,0.195479496439142
2,1,28,0.223734247102982
2,1,29,0.255397344071136
2,1,30,0.295826072441577
2,2,1,0.296357594699232
2,2,2,0.33591740330002
2,2,3,0.379073586030883
2,2,4,0.41765232913441
2,2,5,0.45156544991981
2,2,6,0.477201425687763
2,2,7,0.500670639383511
2,2,8,0.5065580270854
2,2,9,0.505500091987476
2,2,10,0.495221698968056
2,2,11,0.470499618329804
2,2,12,0.4345455477322
2,2,13,0.403046078747679
2,2,14,0.357858925520218
2,2,15,0.317013893204238
2,2,16,0.276474913474215
2,2,17,0.243458641688006
2,2,18,0.210733648588433
2,2,19,0.183746371793784
2,2,20,0.162155104723487
2,2,21,0.141584296523872
2,2,22,0.132646837155117
2,2,23,0.12405004567822
2,2,24,0.121294378958183
2,2,25,0.124085147342452
2,2,26,0.129798844331746
2,2,27,0.140927156275261
2,2,28,0.156546802149988
2,2,29,0.172566630832984
2,2,30,0.194631286038946
2,3,1,0.333314067143143
2,3,2,0.37879691303593
2,3,3,0.429288989156336
2,3,4,0.465697872311422
2,3,5,0.502612944334289
2,3,6,0.529967868990489
2,3,7,0.544269426946708
2,3,8,0.55360895064948
2,3,9,0.551975248893486
2,3,10,0.540930897895367
2,3,11,0.513093157382209
2,3,12,0.485457268576962
2,3,13,0.444425071007186
2,3,14,0.402171288966232
2,3,15,0.357348260206432
2,3,16,0.315076052267224
2,3,17,0.270034918004669
2,3,18,0.239957133628209
2,3,19,0.212876862248992
2,3,20,0.210029438845843
2,3,21,0.215636260752914
2,3,22,0.227199899712427
2,3,23,0.247450156434962
2,3,24,0.269197763208557
2,3,25,0.313047861572015
2,3,26,0.365310488517303
2,3,27,0.427313486486208
2,3,28,0.496868533383301
2,3,29,0.571202125097521
2,3,30,0.643010153445191
2,4,1,0.200316895388015
2,4,2,0.231911737988457
2,4,3,0.26520091417572
2,4,4,0.294438838683376
2,4,5,0.323685145970507
2,4,6,0.347809744365817
2,4,7,0.363578316369909
2,4,8,0.372710603913854
2,4,9,0.367008009740925
2,4,10,0.352185328788003
2,4,11,0.336358959305798
2,4,12,0.312571221572568
2,4,13,0.280179576812727
2,4,14,0.251175775068013
2,4,15,0.214309099466937
2,4,16,0.185602662010914
2,4,17,0.161378005087784
2,4,18,0.140335974217253
2,4,19,0.121176317991033
2,4,20,0.0933948636359168
2,4,21,0.0724728089014873
2,4,22,0.0594901935343047
2,4,23,0.0485492236371978
2,4,24,0.0423505628643111
2,4,25,0.0384057592204725
2,4,26,0.0356940568619853
2,4,27,0.0337064265421896
2,4,28,0.0330210010783942
2,4,29,0.0330418470773829
2,4,30,0.0335525292524952
2,5,1,0.315177640732884
2,5,2,0.360556296736815
2,5,3,0.407768571377076
2,5,4,0.442273930368138
2,5,5,0.480415443987258
2,5,6,0.506319096970301
2,5,7,0.52631552806036
2,5,8,0.531398546123254
2,5,9,0.535062205352876
2,5,10,0.519410494690969
2,5,11,0.491562583289673
2,5,12,0.465669467111219
2,5,13,0.429823084728094
2,5,14,0.37975806372893
2,5,15,0.338459559076758
2,5,16,0.299140428799554
2,5,17,0.256680359111565
2,5,18,0.227249845835333
2,5,19,0.20015582744919
2,5,20,0.169662388542499
2,5,21,0.147681125422008
2,5,22,0.132989710327733
2,5,23,0.124347832290017
2,5,24,0.118747503076
2,5,25,0.119322417491555
2,5,26,0.12427499066659
2,5,27,0.131180576261042
2,5,28,0.141658943925849
2,5,29,0.156308954300387
2,5,30,0.175191168048664
2,6,1,0.271223966567039
2,6,2,0.312402625768327
2,6,3,0.357017526712109
2,6,4,0.396507600558339
2,6,5,0.431691538185713
2,6,6,0.457550903130954
2,6,7,0.474009747547532
2,6,8,0.489031319292948
2,6,9,0.485682034700006
2,6,10,0.470396766927152
2,6,11,0.446867892681825
2,6,12,0.415275785465573
2,6,13,0.374708471989433
2,6,14,0.337136951980858
2,6,15,0.290304519974478
2,6,16,0.256375905415848
2,6,17,0.218768406820934
2,6,18,0.192220147478358
2,6,19,0.165635089168399
2,6,20,0.173046422039868
2,6,21,0.185455722337737
2,6,22,0.204943695985051
2,6,23,0.230338068709587
2,6,24,0.269057855310663
2,6,25,0.32551696605797
2,6,26,0.385196237877464
2,6,27,0.464989861133459
2,6,28,0.552062020058696
2,6,29,0.639200154615295
2,6,30,0.719499356087854
2,7,1,0.183162274919433
2,7,2,0.220703837702745
2,7,3,0.257823745816335
2,7,4,0.295270625886216
2,7,5,0.324499389463661
2,7,6,0.354744471184501
2,7,7,0.370282362441062
2,7,8,0.37561431136371
2,7,9,0.379583216503598
2,7,10,0.362386176175963
2,7,11,0.338411063757289
2,7,12,0.310885903039944
2,7,13,0.273794593900143
2,7,14,0.23600097845037
2,7,15,0.202715366374256
2,7,16,0.170368273438842
2,7,17,0.144132105823559
2,7,18,0.119848443900029
2,7,19,0.10316352540741
2,7,20,0.104746141664964
2,7,21,0.110579658384932
2,7,22,0.119587938150075
2,7,23,0.137325246325989
2,7,24,0.160872404756055
2,7,25,0.194713152164563
2,7,26,0.2459150273489
2,7,27,0.305016552831014
2,7,28,0.381327587585145
2,7,29,0.473020479251133
2,7,30,0.558204219240731
2,8,1,0.225547554353883
2,8,2,0.262166003222215
2,8,3,0.304907637543466
2,8,4,0.339685848916111
2,8,5,0.374065756733039
2,8,6,0.403534755976198
2,8,7,0.42082110548649
2,8,8,0.421308309831469
2,8,9,0.425822534411993
2,8,10,0.410842977569018
2,8,11,0.387715314091177
2,8,12,0.358828627552499
2,8,13,0.318259283597278
2,8,14,0.282024054841504
2,8,15,0.247691397980819
2,8,16,0.212375650328248
2,8,17,0.181532144028571
2,8,18,0.155132942679746
2,8,19,0.134292037931045
2,8,20,0.141045975052102
2,8,21,0.157001584799512
2,8,22,0.176988150759149
2,8,23,0.203340500985966
2,8,24,0.242141049801139
2,8,25,0.293834480552523
2,8,26,0.359754898339289
2,8,27,0.442389252664386
2,8,28,0.531757763345464
2,8,29,0.62297520221211
2,8,30,0.711681718571335
2,9,1,0.349235394427939
2,9,2,0.392120444037626
2,9,3,0.438841556114734
2,9,4,0.482838252999029
2,9,5,0.515259922064004
2,9,6,0.539547006463126
2,9,7,0.557203228932061
2,9,8,0.564149315575451
2,9,9,0.557685966606048
2,9,10,0.548746520356735
2,9,11,0.5305360846167
2,9,12,0.495772026579452
2,9,13,0.457838450848353
2,9,14,0.414743796591935
2,9,15,0.36886368095209
2,9,16,0.325885584243691
2,9,17,0.288468142572496
2,9,18,0.255188307162915
2,9,19,0.226001040974699
2,9,20,0.17435320849167
2,9,21,0.139546417975993
2,9,22,0.115312070690027
2,9,23,0.095635024395261
2,9,24,0.0842400871537551
2,9,25,0.0752084743790628
2,9,26,0.0708783546021682
2,9,27,0.0682279098345723
2,9,28,0.0660255080125267
2,9,29,0.0661211681345166
2,9,30,0.0667242865267642
2,10,1,0.29722251772092
2,10,2,0.342037349057212
2,10,3,0.378977336119721
2,10,4,0.417850043000777
2,10,5,0.448894507706132
2,10,6,0.480436487764685
2,10,7,0.494848921907701
2,10,8,0.503185712605417
2,10,9,0.500559664935375
2,10,10,0.488195701858855
2,10,11,0.464983728368878
2,10,12,0.429683443956866
2,10,13,0.399925829457684
2,10,14,0.355281839259349
2,10,15,0.320492111293443
2,10,16,0.27701520672702
2,10,17,0.238567355398453
2,10,18,0.209383893824398
2,10,19,0.185842572053978
2,10,20,0.16902188632325
2,10,21,0.155145839622629
2,10,22,0.148074963711363
2,10,23,0.14712138268316
2,10,24,0.148400731223873
2,10,25,0.15772463961398
2,10,26,0.171733661350032
2,10,27,0.190644175052508
2,10,28,0.215218208153943
2,10,29,0.245691077435524
2,10,30,0.281758577921705
2,11,1,0.22242082724841
2,11,2,0.260458957784491
2,11,3,0.300135192996219
2,11,4,0.332271249266007
2,11,5,0.368510137269564
2,11,6,0.39572150518793
2,11,7,0.416311179714829
2,11,8,0.424371608141868
2,11,9,0.419538425131443
2,11,10,0.400509140480064
2,11,11,0.381760163500402
2,11,12,0.344819033851898
2,11,13,0.317529013136372
2,11,14,0.275495592106044
2,11,15,0.238056463938451
2,11,16,0.202138876034803
2,11,17,0.175566624900096
2,11,18,0.145382475235705
2,11,19,0.1292101552192
2,11,20,0.127308834068466
2,11,21,0.13005845310634
2,11,22,0.136222210345782
2,11,23,0.150988276294348
2,11,24,0.171394381962535
2,11,25,0.202464007755534
2,11,26,0.244421864123531
2,11,27,0.292766845262671
2,11,28,0.360063025274072
2,11,29,0.429983791634577
2,11,30,0.511113276169511
3,1,1,0.190958819844344
3,1,2,0.225394292948798
3,1,3,0.256932684742574
3,1,4,0.293179756630469
3,1,5,0.319931706102907
3,1,6,0.343694067173793
3,1,7,0.360702944267889
3,1,8,0.365898892395396
3,1,9,0.369937600729605
3,1,10,0.354475199270021
3,1,11,0.337658184831221
3,1,12,0.306554159344557
3,1,13,0.275988038297219
3,1,14,0.242906984057762
3,1,15,0.205935926826223
3,1,16,0.17586568238005
3,1,17,0.151833008739023
3,1,18,0.132986695817271
3,1,19,0.114079646646604
3,1,20,0.103087953307817
3,1,21,0.0932689879139182
3,1,22,0.0899933140785878
3,1,23,0.0893848481023657
3,1,24,0.0916269983623686
3,1,25,0.0971909941840987
3,1,26,0.107177463895513
3,1,27,0.122564234018779
3,1,28,0.141351095226189
3,1,29,0.164223922954449
3,1,30,0.19184021389194
3,2,1,0.328029751625518
3,2,2,0.372647996587325
3,2,3,0.411943551449673
3,2,4,0.455337879051277
3,2,5,0.489187037042819
3,2,6,0.517607527661024
3,2,7,0.532791240116818
3,2,8,0.543366366699706
3,2,9,0.538438065969389
3,2,10,0.523091665990933
3,2,11,0.509556297645673
3,2,12,0.473029447672358
3,2,13,0.430156969304357
3,2,14,0.388248062330461
3,2,15,0.344744248067756
3,2,16,0.306734160192309
3,2,17,0.26546304552138
3,2,18,0.233376687920801
3,2,19,0.208242263965189
3,2,20,0.19415805593887
3,2,21,0.182796836006703
3,2,22,0.184461162756986
3,2,23,0.182439360216966
3,2,24,0.192651001014444
3,2,25,0.207852760836315
3,2,26,0.233092787202144
3,2,27,0.269053588493126
3,2,28,0.30506204048349
3,2,29,0.357592827992459
3,2,30,0.40619887360425
3,3,1,0.256665794722858
3,3,2,0.297962921722957
3,3,3,0.342950998756136
3,3,4,0.378305946652214
3,3,5,0.418283715540139
3,3,6,0.438182033218079
3,3,7,0.458876656827404
3,3,8,0.470438488545006
3,3,9,0.460988995870192
3,3,10,0.451576573309452
3,3,11,0.428026991112584
3,3,12,0.395449186684903
3,3,13,0.36470576533227
3,3,14,0.318739513891562
3,3,15,0.280680298574359
3,3,16,0.236568566316012
3,3,17,0.20673819551586
3,3,18,0.179505074349494
3,3,19,0.155394686131777
3,3,20,0.132307848403663
3,3,21,0.110791356688701
3,3,22,0.100810699622263
3,3,23,0.093102231552927
3,3,24,0.0886078794305424
3,3,25,0.0880963027286158
3,3,26,0.0909948755468676
3,3,27,0.0948294340624004
3,3,28,0.104907723287208
3,3,29,0.115970001571629
3,3,30,0.127706469767038
3,4,1,0.316168608081931
3,4,2,0.355877366759542
3,4,3,0.397244120111272
3,4,4,0.436553227997373
3,4,5,0.473450121167749
3,4,6,0.492715938491729
3,4,7,0.507696752599646
3,4,8,0.523439442109949
3,4,9,0.518716914503091
3,4,10,0.505732075633786
3,4,11,0.486777359060594
3,4,12,0.454710351366113
3,4,13,0.415977835110516
3,4,14,0.378499051277966
3,4,15,0.336887629154432
3,4,16,0.294220527733118
3,4,17,0.259977679886555
3,4,18,0.228649615868488
3,4,19,0.20507511602887
3,4,20,0.218664192191486
3,4,21,0.23431443406497
3,4,22,0.268376136568929
3,4,23,0.315794435432468
3,4,24,0.367417600022185
3,4,25,0.427712883149521
3,4,26,0.513081914121192
3,4,27,0.595282799438535
3,4,28,0.677707482451611
3,4,29,0.754850239153697
3,4,30,0.820076659325435
3,5,1,0.183244343037385
3,5,2,0.215139489763179
3,5,3,0.247521525175676
3,5,4,0.28316006593007
3,5,5,0.319801423184812
3,5,6,0.343289615662529
3,5,7,0.360264692877526
3,5,8,0.365726289543848
3,5,9,0.364292354365284
3,5,10,0.350590711812521
3,5,11,0.328591476024485
3,5,12,0.300423229678296
3,5,13,0.267719006289812
3,5,14,0.231287010624747
3,5,15,0.197793422125954
3,5,16,0.170482129776067
3,5,17,0.141888734129534
3,5,18,0.120283149641054
3,5,19,0.105188937145014
3,5,20,0.106890980389381
3,5,21,0.110931281357182
3,5,22,0.118422856062964
3,5,23,0.133412890117581
3,5,24,0.156588154698709
3,5,25,0.186418258550222
3,5,26,0.228915236874181
3,5,27,0.281413129604281
3,5,28,0.351213338009946
3,5,29,0.428689871641545
3,5,30,0.514415748824209
3,6,1,0.175446014235727
3,6,2,0.199529430748655
3,6,3,0.230989982573664
3,6,4,0.26074496854692
3,6,5,0.285628830547994
3,6,6,0.303755537407692
3,6,7,0.321597561211835
3,6,8,0.324165124874433
3,6,9,0.325180686765582
3,6,10,0.318565529374459
3,6,11,0.298431255328662
3,6,12,0.272713007148445
3,6,13,0.246077971489407
3,6,14,0.215793062497128
3,6,15,0.186932447470565
3,6,16,0.160601479585943
3,6,17,0.138506389379611
3,6,18,0.119245422064024
3,6,19,0.107244315944891
3,6,20,0.096926658584561
3,6,21,0.0918417965748026
3,6,22,0.0902332972729748
3,6,23,0.0911005959293132
3,6,24,0.0977798992491746
3,6,25,0.104917903400922
3,6,26,0.119140490639128
3,6,27,0.133664933475524
3,6,28,0.155750766534436
3,6,29,0.18640953046776
3,6,30,0.217055181172942
3,7,1,0.347726408037258
3,7,2,0.394526569086823
3,7,3,0.426427233752625
3,7,4,0.467410564276185
3,7,5,0.501319829569526
3,7,6,0.522381469095469
3,7,7,0.541299967685525
3,7,8,0.546529809170891
3,7,9,0.54406806374013
3,7,10,0.529452668988498
3,7,11,0.512107882689603
3,7,12,0.485817896610439
3,7,13,0.449231810812558
3,7,14,0.40614534315565
3,7,15,0.366150997200134
3,7,16,0.332186469191037
3,7,17,0.293951388102389
3,7,18,0.261499750912661
3,7,19,0.235492664757948
3,7,20,0.236099678789307
3,7,21,0.238208998774477
3,7,22,0.253809781853209
3,7,23,0.270684774714459
3,7,24,0.301347449313715
3,7,25,0.342243114296883
3,7,26,0.392969876025923
3,7,27,0.450837336709694
3,7,28,0.508070519311441
3,7,29,0.579311149243171
3,7,30,0.64371338882362
3,8,1,0.300829304463865
3,8,2,0.35006140458636
3,8,3,0.396100599303954
3,8,4,0.436090638848308
3,8,5,0.477295917269322
3,8,6,0.505459485143746
3,8,7,0.524018408935502
3,8,8,0.531815651930082
3,8,9,0.533615653783468
3,8,10,0.521592498807159
3,8,11,0.495620108557648
3,8,12,0.462902093669971
3,8,13,0.417632265111043
3,8,14,0.370600752409998
3,8,15,0.32601453283975
3,8,16,0.279314458253874
3,8,17,0.241758408529556
3,8,18,0.210504752898473
3,8,19,0.18150784598851
3,8,20,0.173462191889235
3,8,21,0.169488377364467
3,8,22,0.172826135399661
3,8,23,0.18687782205757
3,8,24,0.201491404250948
3,8,25,0.229237087693514
3,8,26,0.262390484227899
3,8,27,0.311214143977089
3,8,28,0.367865333545492
3,8,29,0.429469190438357
3,8,30,0.507624522941208
3,9,1,0.321592769686887
3,9,2,0.362767545162872
3,9,3,0.409023154282235
3,9,4,0.444664734204687
3,9,5,0.482587889674606
3,9,6,0.511261477308348
3,9,7,0.526267919694471
3,9,8,0.531951040124636
3,9,9,0.53492021363997
3,9,10,0.520505523348416
3,9,11,0.499900041354435
3,9,12,0.466145844572225
3,9,13,0.428650231006216
3,9,14,0.382797553547314
3,9,15,0.344465288111175
3,9,16,0.300197664383439
3,9,17,0.26074329519285
3,9,18,0.229828478702252
3,9,19,0.200323411963481
3,9,20,0.215405719218429
3,9,21,0.239654349206912
3,9,22,0.262627702689345
3,9,23,0.303033385351533
3,9,24,0.36320825123665
3,9,25,0.428708498106206
3,9,26,0.505286664714988
3,9,27,0.597353517170968
3,9,28,0.683149627441576
3,9,29,0.76229197114241
3,9,30,0.827730355589309
3,10,1,0.334207723074767
3,10,2,0.380136535762701
3,10,3,0.428077835500724
3,10,4,0.470955211067445
3,10,5,0.510139332108088
3,10,6,0.53227848870902
3,10,7,0.555925763355523
3,10,8,0.560373373229397
3,10,9,0.557619474910786
3,10,10,0.547610763169495
3,10,11,0.520215672619611
3,10,12,0.483458991855053
3,10,13,0.453070270619732
3,10,14,0.403918226618338
3,10,15,0.356910434336282
3,10,16,0.311660011583396
3,10,17,0.27052372981654
3,10,18,0.240217854951566
3,10,19,0.21196177731596
3,10,20,0.224943673129169
3,10,21,0.242215848210387
3,10,22,0.27554331417455
3,10,23,0.314807048463528
3,10,24,0.367180733927556
3,10,25,0.436384517368948
3,10,26,0.51141604540881
3,10,27,0.602894522628353
3,10,28,0.685565206498512
3,10,29,0.763396195776051
3,10,30,0.827260835212463
3,11,1,0.157432616403393
3,11,2,0.182221842528531
3,11,3,0.211721175365885
3,11,4,0.246863913074984
3,11,5,0.263573254200768
3,11,6,0.287407743289265
3,11,7,0.30750927934837
3,11,8,0.307700648313406
3,11,9,0.307120051996798
3,11,10,0.297689469606801
3,11,11,0.275590054766991
3,11,12,0.254746782943563
3,11,13,0.225858405942239
3,11,14,0.20052189364421
3,11,15,0.170195309187705
3,11,16,0.14428345658031
3,11,17,0.122382499044854
3,11,18,0.104133147468275
3,11,19,0.0914707243336586
3,11,20,0.0962912865252215
3,11,21,0.108711651296545
3,11,22,0.126757498249057
3,11,23,0.148429206072838
3,11,24,0.18395236681752
3,11,25,0.22400135389482
3,11,26,0.285341934108529
3,11,27,0.361049926983668
3,11,28,0.455198261234544
3,11,29,0.544620927816953
3,11,30,0.648195126572133
4,1,1,0.178572412959242
4,1,2,0.210227654106415
4,1,3,0.236762424929325
