"id","name","time","Y"
3,"u3",4,114.506892289419
3,"u3",5,115.91202574407
3,"u3",6,117.185268227053
3,"u3",7,119.374586934352
3,"u3",8,118.61609796923
3,"u3",9,118.988834303495
3,"u3",10,116.331618479091
3,"u3",11,119.04258206667
3,"u3",12,116.839868371663
3,"u3",13,117.043904344286
3,"u3",14,115.689757706738
3,"u3",15,116.651516769338
3,"u3",16,117.919823102247
3,"u3",17,119.404788765992
3,"u3",18,116.997814557966
3,"u3",19,119.734751045044
3,"u3",20,117.673919432793
3,"u3",21,119.385461363628
3,"u3",22,117.284173802787
3,"u3",23,117.745892510181
3,"u3",24,117.537876733538
3,"u3",25,116.663229214818
3,"u3",26,117.147216272256
3,"u3",27,116.904228832122
3,"u3",28,117.738348297239
3,"u3",29,117.017584732177
3,"u3",30,119.524805941718
3,"u3",31,118.993159851788
3,"u3",32,121.183026313601
3,"u3",33,119.727154692218
3,"u3",34,120.549864187199
3,"u3",35,121.471487779765
4,"u4",1,104.424650102815
4,"u4",2,109.727211820788
4,"u4",3,111.387112211151
4,"u4",4,111.194326854109
4,"u4",5,112.627734839216
4,"u4",6,117.784180697927
4,"u4",7,120.277725918898
4,"u4",8,121.831026300791
4,"u4",9,120.013791016434
4,"u4",10,119.855462926758
4,"u4",11,117.674692883274
4,"u4",12,118.998466666403
4,"u4",13,115.773915135022
4,"u4",14,112.892795996623
4,"u4",15,116.800205579721
4,"u4",16,121.709840089592
4,"u4",17,122.527165299759
4,"u4",18,120.918402365281
4,"u4",19,121.166535094142
4,"u4",20,121.154111397676
4,"u4",21,118.260293274345
4,"u4",22,120.422839303961
4,"u4",23,116.774819308341
4,"u4",24,118.929000023278
4,"u4",25,118.994071769245
4,"u4",26,118.91110870287
4,"u4",27,116.229786817372
4,"u4",28,116.816793200099
4,"u4",29,118.399664495342
4,"u4",30,123.291777716606
4,"u4",31,122.677699008329
4,"u4",32,127.766456652089
4,"u4",33,123.550489012438
4,"u4",34,126.8341623034
4,"u4",35,132.560962104003
5,"u5",1,109.324530447206
5,"u5",2,115.202090642189
5,"u5",3,117.308169309916
5,"u5",4,117.640842709082
5,"u5",5,121.500106956436
5,"u5",6,122.167549603641
5,"u5",7,128.93060531502
5,"u5",8,128.872923971914
5,"u5",9,124.935832088342
5,"u5",10,125.380802849463
5,"u5",11,122.497597991591
5,"u5",12,125.118779875384
5,"u5",13,119.145790135227
5,"u5",14,115.069156869636
5,"u5",15,117.139272289753
5,"u5",16,119.883287415485
5,"u5",17,121.32801592996
5,"u5",18,119.090809260066
5,"u5",19,118.400142810159
5,"u5",20,121.949483244075
5,"u5",21,120.594537140042
5,"u5",22,120.681346552819
5,"u5",23,119.490669200938
5,"u5",24,121.969587126358
5,"u5",25,121.695794022045
5,"u5",26,124.519608738016
5,"u5",27,122.629912215538
5,"u5",28,120.917070199465
5,"u5",29,124.019088824683
5,"u5",30,129.108837874235
5,"u5",31,129.909879291694
5,"u5",32,130.16813105327
5,"u5",33,126.238237489767
5,"u5",34,129.433948955031
5,"u5",35,131.536935262011
6,"u6",1,114.921114698467
6,"u6",2,117.252400564886
6,"u6",3,120.46558667226
6,"u6",4,122.483460497028
6,"u6",5,123.478066770031
6,"u6",6,125.241912163829
6,"u6",7,131.238340079921
6,"u6",8,128.025072331706
6,"u6",9,126.964107918153
6,"u6",10,127.596462574726
6,"u6",11,125.772102956778
6,"u6",12,124.16630412519
6,"u6",13,122.934121731562
6,"u6",14,117.250446651229
6,"u6",15,121.216464893
6,"u6",16,122.22878644178
6,"u6",17,122.323286095203
6,"u6",18,122.159016813316
6,"u6",19,121.865566737252
6,"u6",20,121.334459206714
6,"u6",21,118.83280291787
6,"u6",22,123.208321764341
6,"u6",23,121.574075483339
6,"u6",24,123.978048859096
6,"u6",25,125.962922670377
6,"u6",26,126.275397737562
6,"u6",27,126.837262877342
6,"u6",28,125.102156723028
6,"u6",29,126.197093413439
6,"u6",30,128.115660692762
6,"u6",31,128.798708936615
6,"u6",32,130.70800952368
6,"u6",33,127.3598879763
6,"u6",34,129.334870159221
6,"u6",35,130.600838587306
7,"u7",1,105.262925347465
7,"u7",2,112.187439309025
7,"u7",3,113.555016060788
7,"u7",4,112.772359741044
7,"u7",5,117.450276485609
7,"u7",6,120.203207707067
7,"u7",7,126.938340581872
7,"u7",8,128.38272403026
7,"u7",9,126.454702523381
7,"u7",10,123.885903582098
7,"u7",11,121.708711121545
7,"u7",12,126.301943336974
7,"u7",13,120.39833386442
7,"u7",14,113.362167832628
7,"u7",15,119.104325492721
7,"u7",16,123.026212022044
7,"u7",17,126.686447992632
7,"u7",18,124.97488605331
7,"u7",19,122.835258700141
7,"u7",20,123.346229069508
7,"u7",21,122.18369610867
7,"u7",22,123.065404683678
7,"u7",23,122.393270093568
7,"u7",24,122.671852124995
7,"u7",25,124.794710804201
7,"u7",26,126.15684230897
7,"u7",27,123.32404104381
7,"u7",28,119.760100585381
7,"u7",29,123.227565248938
7,"u7",30,126.038610019433
7,"u7",31,129.880458028263
7,"u7",32,131.469091175982
7,"u7",33,127.845139738466
7,"u7",34,133.151545314413
7,"u7",35,137.504500397013
8,"u8",1,116.801012913912
8,"u8",2,119.285347114684
8,"u8",3,119.488780113502
8,"u8",4,122.00543713623
8,"u8",5,124.431439110681
8,"u8",6,128.372137047033
8,"u8",7,130.556528780787
8,"u8",8,130.812100386644
8,"u8",9,128.462344681343
8,"u8",10,126.247435513558
8,"u8",11,123.683914470392
8,"u8",12,125.740702230396
8,"u8",13,122.49366157803
8,"u8",14,116.631515143639
8,"u8",15,119.641461928867
8,"u8",16,120.650543764462
8,"u8",17,120.817935516195
8,"u8",18,121.578718593181
8,"u8",19,120.247645228627
8,"u8",20,118.263810351767
8,"u8",21,120.008506132287
8,"u8",22,120.923258354862
8,"u8",23,120.503667448034
8,"u8",24,123.577945291308
8,"u8",25,123.473908817771
8,"u8",26,127.114392594595
8,"u8",27,126.933599517559
8,"u8",28,127.164672771357
8,"u8",29,128.241121862111
8,"u8",30,129.705250902665
8,"u8",31,130.127717919015
8,"u8",32,131.910634326428
8,"u8",33,127.970467681447
8,"u8",34,129.549592326958
8,"u8",35,129.250238432323
9,"u9",1,114.293269868115
9,"u9",2,116.084897079923
9,"u9",3,118.413554196134
9,"u9",4,119.114925500548
9,"u9",5,121.397562040379
9,"u9",6,122.437425196014
9,"u9",7,122.953230609075
9,"u9",8,123.029212960862
9,"u9",9,123.419068856069
9,"u9",10,122.260994877209
9,"u9",11,121.826117009163
9,"u9",12,118.995089330826
9,"u9",13,117.146520059916
9,"u9",14,113.908667326556
9,"u9",15,113.797633412658
9,"u9",16,112.832077085094
9,"u9",17,114.065334160258
9,"u9",18,112.188769857415
9,"u9",19,114.396176515415
9,"u9",20,114.022237543868
9,"u9",21,113.987502362131
9,"u9",22,115.319367270793
9,"u9",23,117.572610413245
9,"u9",24,119.62713549594
9,"u9",25,120.019166418028
9,"u9",26,121.689304135294
9,"u9",27,121.423841318688
9,"u9",28,123.487298370204
9,"u9",29,123.872687624731
9,"u9",30,123.954910287147
9,"u9",31,122.866018120266
9,"u9",32,122.896168199072
9,"u9",33,122.83630611994
9,"u9",34,121.531715434378
9,"u9",35,121.483852698879
10,"u10",1,111.366580338419
10,"u10",2,114.236547962243
10,"u10",3,118.29158777845
10,"u10",4,116.388909113768
10,"u10",5,121.336324993645
10,"u10",6,123.703665549998
10,"u10",7,127.510751787715
10,"u10",8,129.990105559692
10,"u10",9,127.627108008178
10,"u10",10,126.351243524996
10,"u10",11,126.576410621381
10,"u10",12,127.837036068539
10,"u10",13,124.328891760181
10,"u10",14,117.445573320917
10,"u10",15,125.140184764151
10,"u10",16,125.280153106026
10,"u10",17,131.268151041088
10,"u10",18,128.000307917853
10,"u10",19,126.155179595976
10,"u10",20,126.61962520241
10,"u10",21,125.36210115709
10,"u10",22,127.680629343427
10,"u10",23,125.242033759313
10,"u10",24,124.672626543122
10,"u10",25,124.514748168798
10,"u10",26,127.550853037538
10,"u10",27,124.797355261234
10,"u10",28,124.145457054296
10,"u10",29,122.682689745071
10,"u10",30,129.200021235077
10,"u10",31,130.771468136494
10,"u10",32,132.736588516159
10,"u10",33,127.560625051609
10,"u10",34,133.299597023596
10,"u10",35,138.819924535547
11,"u11",1,117.637177728664
11,"u11",2,119.571127648492
11,"u11",3,121.849621844142
11,"u11",4,120.954410842355
11,"u11",5,124.330797953007
11,"u11",6,123.069075878999
11,"u11",7,128.166464428016
11,"u11",8,127.413307152287
11,"u11",9,129.52593990041
11,"u11",10,127.479763874974
11,"u11",11,125.792089147828
11,"u11",12,126.80690676982
11,"u11",13,123.955009546542
11,"u11",14,120.374941330521
11,"u11",15,122.436009707545
11,"u11",16,124.444986424827
11,"u11",17,125.945636848035
11,"u11",18,125.690364660488
11,"u11",19,125.509888843057
11,"u11",20,128.648730318745
11,"u11",21,123.858039611368
11,"u11",22,124.594915043399
11,"u11",23,124.650555245252
11,"u11",24,124.70983199478
11,"u11",25,124.894122208323
11,"u11",26,125.735690954117
11,"u11",27,124.159108576773
11,"u11",28,125.109554410879
11,"u11",29,127.468025229938
11,"u11",30,128.144791436821
11,"u11",31,128.034701056476
11,"u11",32,129.126567129825
11,"u11",33,127.088644315666
11,"u11",34,131.7144130856
11,"u11",35,132.078543478228
12,"u12",1,106.319555262508
12,"u12",2,110.432238773023
12,"u12",3,110.424996393633
12,"u12",4,110.190827192168
12,"u12",5,114.706239291512
12,"u12",6,117.698480269094
12,"u12",7,119.756882606692
12,"u12",8,120.026257525081
12,"u12",9,119.67470350243
12,"u12",10,116.736194848332
12,"u12",11,119.170650873916
12,"u12",12,121.765426399382
12,"u12",13,118.146335175144
12,"u12",14,113.814017283828
12,"u12",15,118.168035507164
12,"u12",16,119.686316119577
12,"u12",17,123.260948958421
12,"u12",18,122.256415798586
12,"u12",19,120.65043204549
12,"u12",20,121.781741213082
12,"u12",21,119.430595574303
12,"u12",22,119.607370053263
12,"u12",23,117.907700919204
12,"u12",24,119.304243271638
12,"u12",25,117.867726464163
12,"u12",26,120.600964350129
12,"u12",27,117.652141122054
12,"u12",28,116.095319454838
12,"u12",29,117.011999324281
12,"u12",30,120.627236374964
12,"u12",31,120.746101600162
12,"u12",32,124.425495944124
12,"u12",33,119.960035686958
12,"u12",34,126.124407015793
12,"u12",35,128.788495797535
13,"u13",1,110.511178707348
13,"u13",2,113.727498600932
13,"u13",3,115.865743190033
13,"u13",4,113.671183801843
13,"u13",5,119.679186168419
13,"u13",6,122.424565061629
13,"u13",7,127.856858731133
13,"u13",8,128.264062311355
13,"u13",9,128.158248545349
13,"u13",10,125.533706419874
13,"u13",11,126.373071486501
13,"u13",12,130.614251077903
13,"u13",13,128.673540473775
13,"u13",14,121.111469364567
13,"u13",15,125.915777354179
13,"u13",16,132.595716639624
13,"u13",17,135.80046226369
13,"u13",18,135.164771736063
13,"u13",19,133.104008580776
13,"u13",20,131.151964131664
13,"u13",21,128.467682884959
13,"u13",22,131.570066927373
13,"u13",23,125.522114466844
13,"u13",24,128.054084930497
13,"u13",25,123.511346851865
13,"u13",26,129.102152969704
13,"u13",27,123.330027918037
13,"u13",28,119.930276240269
13,"u13",29,123.897931304223
13,"u13",30,127.157092327305
13,"u13",31,127.277783664711
13,"u13",32,134.404760458391
13,"u13",33,130.350294268672
13,"u13",34,135.554090641116
13,"u13",35,142.392795228868
14,"u14",1,106.672839017272
14,"u14",2,110.498292645888
14,"u14",3,109.312858223048
14,"u14",4,110.819716893493
14,"u14",5,118.552663980672
14,"u14",6,119.034539805184
14,"u14",7,125.928476063596
14,"u14",8,126.270319996846
14,"u14",9,121.898200825618
14,"u14",10,122.984956484573
14,"u14",11,121.677728655875
14,"u14",12,122.799533797752
14,"u14",13,119.172066126013
14,"u14",14,114.846372285959
14,"u14",15,118.311194773224
14,"u14",16,122.632405336962
14,"u14",17,129.655545144165
14,"u14",18,127.709092628805
14,"u14",19,124.937294584989
14,"u14",20,123.706169969592
14,"u14",21,121.91227840005
14,"u14",22,125.264722784152
14,"u14",23,121.115568003314
14,"u14",24,122.476976895983
14,"u14",25,119.90962053831
14,"u14",26,123.714139243599
14,"u14",27,121.547975615201
14,"u14",28,118.325398058868
14,"u14",29,118.498484380505
14,"u14",30,124.128273643379
14,"u14",31,126.647237256591
14,"u14",32,130.191576012569
14,"u14",33,124.503161859458
14,"u14",34,132.832198260844
14,"u14",35,136.531658799813
15,"u15",1,109.566217954643
15,"u15",2,112.926377520696
15,"u15",3,113.567248808839
15,"u15",4,114.858936015874
15,"u15",5,116.710954017614
15,"u15",6,121.838709185175
15,"u15",7,129.011669802621
15,"u15",8,128.876475559784
15,"u15",9,125.597089191571
15,"u15",10,125.140575051041
15,"u15",11,126.55459100991
15,"u15",12,130.317807036698
15,"u15",13,125.387441002064
15,"u15",14,119.22954499562
15,"u15",15,125.218237332744
15,"u15",16,129.901203249729
15,"u15",17,134.128408783324
15,"u15",18,134.298167689945
15,"u15",19,131.351520199623
15,"u15",20,131.067881121374
15,"u15",21,128.685627883549
15,"u15",22,128.914639291499
15,"u15",23,126.380659951573
15,"u15",24,128.176607820976
15,"u15",25,122.166396533629
15,"u15",26,127.856570345019
15,"u15",27,123.499579977994
15,"u15",28,123.309144957348
15,"u15",29,121.723927129372
15,"u15",30,128.266620209641
15,"u15",31,131.146389932116
15,"u15",32,132.26168886523
15,"u15",33,128.114169107763
15,"u15",34,135.575278717335
15,"u15",35,141.398526925068
16,"u16",1,107.251202986711
16,"u16",2,109.351142271094
16,"u16",3,110.728382605171
16,"u16",4,110.782715445203
16,"u16",5,114.176793833395
16,"u16",6,113.953519484477
16,"u16",7,117.924351517897
16,"u16",8,118.424051542514
16,"u16",9,118.038682417113
16,"u16",10,116.514508552514
16,"u16",11,115.446075725835
16,"u16",12,118.814304990989
16,"u16",13,116.986710149444
16,"u16",14,111.56410225454
16,"u16",15,117.685272186903
16,"u16",16,120.215516460623
16,"u16",17,123.931893155641
16,"u16",18,123.256616002475
16,"u16",19,122.415575447059
16,"u16",20,120.681995010049
16,"u16",21,119.095710904248
16,"u16",22,118.892770814708
16,"u16",23,116.776096014645
16,"u16",24,117.463562207576
16,"u16",25,115.745580806329
16,"u16",26,117.203076198237
16,"u16",27,114.726306371332
16,"u16",28,113.66103028896
16,"u16",29,114.550530256546
16,"u16",30,118.511196135088
16,"u16",31,119.117311623553
16,"u16",32,122.166717083065
16,"u16",33,120.714229214063
16,"u16",34,125.199633215708
16,"u16",35,126.397601353615
17,"u17",1,122.216322972309
17,"u17",2,124.056179629176
17,"u17",3,123.828717680595
17,"u17",4,127.137686308593
17,"u17",5,126.93255698513
17,"u17",6,128.276386645792
17,"u17",7,127.761690550081
17,"u17",8,130.142378527568
17,"u17",9,127.399507464104
17,"u17",10,127.699406786829
17,"u17",11,127.00141528739
17,"u17",12,127.484391552288
17,"u17",13,126.316381952936
17,"u17",14,125.1134341114
17,"u17",15,127.397251645613
17,"u17",16,127.32576243194
17,"u17",17,124.777861188925
17,"u17",18,127.536283685803
17,"u17",19,124.670044274656
17,"u17",20,124.532007910544
17,"u17",21,126.648313786826
17,"u17",22,125.686791324136
17,"u17",23,127.064108342333
17,"u17",24,124.989678223171
17,"u17",25,126.966345257695
17,"u17",26,127.216380953768
17,"u17",27,128.412103374355
17,"u17",28,127.005121799742
17,"u17",29,126.493482376313
17,"u17",30,128.561529512586
17,"u17",31,129.744982700678
17,"u17",32,128.466995796175
17,"u17",33,129.818619059771
17,"u17",34,130.209210129362
17,"u17",35,132.312804031833
18,"u18",1,109.438334286126
18,"u18",2,110.825013393745
18,"u18",3,113.558464122201
18,"u18",4,111.221617070021
18,"u18",5,113.56389365795
18,"u18",6,117.204840075573
18,"u18",7,118.84719215476
18,"u18",8,117.624637269465
18,"u18",9,117.450873678954
18,"u18",10,115.952291369056
18,"u18",11,117.501358879117
18,"u18",12,116.10459450744
18,"u18",13,113.919986493447
18,"u18",14,112.376412587334
18,"u18",15,111.95168890414
18,"u18",16,112.342069592095
18,"u18",17,114.437335864085
18,"u18",18,115.659319747385
18,"u18",19,115.707930040533
18,"u18",20,113.150071929669
18,"u18",21,113.294504170586
18,"u18",22,114.319897405431
18,"u18",23,114.577226293703
18,"u18",24,114.855544952529
18,"u18",25,116.159385638862
18,"u18",26,116.431839304784
18,"u18",27,116.868798676523
18,"u18",28,114.966978362387
18,"u18",29,116.076548670441
18,"u18",30,117.950136181101
18,"u18",31,119.899572383774
18,"u18",32,120.445071465475
18,"u18",33,116.435323578194
18,"u18",34,119.322240015724
18,"u18",35,120.289891965502
19,"u19",1,102.585021255899
19,"u19",2,108.544667921641
19,"u19",3,110.791323107297
19,"u19",4,107.908160108567
19,"u19",5,114.267880522741
19,"u19",6,115.030249267161
19,"u19",7,122.548558070905
19,"u19",8,122.751885930521
19,"u19",9,119.830306085076
19,"u19",10,119.925156096981
19,"u19",11,118.294308050679
19,"u19",12,122.288162917377
19,"u19",13,118.723355422635
19,"u19",14,114.048451920147
19,"u19",15,119.204737368737
19,"u19",16,125.351266054497
19,"u19",17,126.196683905054
19,"u19",18,125.205157525886
19,"u19",19,123.705218357839
19,"u19",20,122.928829166751
19,"u19",21,121.290255377393
19,"u19",22,120.451138765387
19,"u19",23,118.632116249142
19,"u19",24,120.810988151934
19,"u19",25,118.501821994016
19,"u19",26,119.772423507046
19,"u19",27,118.779506257537
19,"u19",28,117.815711951218
19,"u19",29,119.055060748329
19,"u19",30,121.65731236107
19,"u19",31,123.127421214365
19,"u19",32,128.171117151387
19,"u19",33,123.463414073873
19,"u19",34,128.733786638715
19,"u19",35,132.051464366603
20,"u20",1,112.419259846438
20,"u20",2,116.386892111405
20,"u20",3,117.077874253687
20,"u20",4,118.165139643018
20,"u20",5,121.531440042644
20,"u20",6,121.702998317888
20,"u20",7,126.107407179958
20,"u20",8,124.754105066326
20,"u20",9,122.816078967538
20,"u20",10,123.028788959682
20,"u20",11,123.79857448957
20,"u20",12,121.368427362042
20,"u20",13,120.268206151248
20,"u20",14,117.741582095171
20,"u20",15,120.25898855891
20,"u20",16,120.888385783648
20,"u20",17,125.891753422837
20,"u20",18,123.924614264074
20,"u20",19,122.322052771485
20,"u20",20,119.885805846201
20,"u20",21,120.982778772649
20,"u20",22,123.405929666207
20,"u20",23,120.59649863202
20,"u20",24,122.956449116221
20,"u20",25,124.34382558965
20,"u20",26,123.486290952101
20,"u20",27,123.153824220659
20,"u20",28,121.765057444001
20,"u20",29,122.382168248519
20,"u20",30,126.069676998411
20,"u20",31,127.143184988672
20,"u20",32,127.700643008685
20,"u20",33,126.603192087223
20,"u20",34,126.405588021262
20,"u20",35,128.804302797288
21,"u21",1,115.445753506905
21,"u21",2,115.566560306279
21,"u21",3,115.580967660088
21,"u21",4,116.768847056035
21,"u21",5,116.066814121276
21,"u21",6,118.474387897669
21,"u21",7,117.598429444223
21,"u21",8,121.564520727402
21,"u21",9,118.259222092393
21,"u21",10,118.664959964693
21,"u21",11,119.177661851702
21,"u21",12,121.578851391202
21,"u21",13,119.410451235933
21,"u21",14,117.214400393716
21,"u21",15,119.639437686581
21,"u21",16,119.333618348053
21,"u21",17,120.62010178415
21,"u21",18,122.160911054062
21,"u21",19,121.333177643786
21,"u21",20,120.300804260955
21,"u21",21,119.19012257314
21,"u21",22,120.730406280938
21,"u21",23,120.035422907663
21,"u21",24,119.07963385841
21,"u21",25,116.820571718464
21,"u21",26,120.279514221047
21,"u21",27,117.444751076797
21,"u21",28,117.828356567725
21,"u21",29,116.927032117973
21,"u21",30,120.788988711769
21,"u21",31,120.756033212228
21,"u21",32,122.561790949434
21,"u21",33,119.158602792516
21,"u21",34,122.053131978026
21,"u21",35,124.17018951735
22,"u22",1,111.136121275374
22,"u22",2,112.932735058135
22,"u22",3,114.322338374661
22,"u22",4,112.865944745313
22,"u22",5,115.605761155154
22,"u22",6,120.647344820687
22,"u22",7,122.73620337529
22,"u22",8,124.442384989428
22,"u22",9,122.010174820936
22,"u22",10,121.604609010649
22,"u22",11,122.510771577445
22,"u22",12,121.32286005667
22,"u22",13,118.241372049888
22,"u22",14,116.449988864348
22,"u22",15,118.28765041529
22,"u22",16,123.206962943975
22,"u22",17,125.079158340505
22,"u22",18,122.644983573788
22,"u22",19,123.563637825333
22,"u22",20,121.801312052382
22,"u22",21,121.277711944046
22,"u22",22,124.565131784033
22,"u22",23,119.949791139535
22,"u22",24,121.137714838632
22,"u22",25,118.951810753579
22,"u22",26,120.8710105208
22,"u22",27,121.373051700492
22,"u22",28,120.011581339649
22,"u22",29,119.927759717113
22,"u22",30,123.974176141477
22,"u22",31,122.701191336945
22,"u22",32,126.120374353273
22,"u22",33,123.024629702623
22,"u22",34,127.486141573904
22,"u22",35,132.483741391516
23,"u23",1,114.247939719597
23,"u23",2,118.301822977108
23,"u23",3,116.450292702139
23,"u23",4,117.723916316217
23,"u23",5,121.75019787135
23,"u23",6,122.598576816266
23,"u23",7,127.591449420122
23,"u23",8,126.950629316775
23,"u23",9,124.716077740933
23,"u23",10,125.231518538535
23,"u23",11,124.751790301755
23,"u23",12,126.524833909208
23,"u23",13,123.659096478772
23,"u23",14,117.345077286808
23,"u23",15,121.263760338212
23,"u23",16,124.067149219053
23,"u23",17,125.714797376482
23,"u23",18,126.514052033385
23,"u23",19,123.263024697712
23,"u23",20,124.14368439806
23,"u23",21,122.950647533818
23,"u23",22,122.673667501291
23,"u23",23,123.220514362757
23,"u23",24,123.356276966351
23,"u23",25,122.413541313202
23,"u23",26,123.253188647719
23,"u23",27,124.607392008183
23,"u23",28,122.795005780649
23,"u23",29,123.591391071935
23,"u23",30,126.326354082948
23,"u23",31,126.158133978622
23,"u23",32,128.973071792375
23,"u23",33,124.983570564747
23,"u23",34,129.099531609911
23,"u23",35,132.464437496155
24,"u24",1,110.780722623095
24,"u24",2,114.147910974459
24,"u24",3,113.754028658497
24,"u24",4,114.379402693356
24,"u24",5,115.303910232944
24,"u24",6,119.617143425524
24,"u24",7,125.322869511125
24,"u24",8,124.782793021036
24,"u24",9,123.178462005633
24,"u24",10,122.735944254779
24,"u24",11,122.965596493878
24,"u24",12,126.350965876178
24,"u24",13,122.491062962546
24,"u24",14,121.414119306768
24,"u24",15,125.20111522178
24,"u24",16,129.871367400743
24,"u24",17,133.549480121294
24,"u24",18,132.386226822555
24,"u24",19,129.106805695465
24,"u24",20,129.638771535462
24,"u24",21,126.118034655334
24,"u24",22,128.605444069405
24,"u24",23,123.162474814376
24,"u24",24,124.736970908369
24,"u24",25,123.207368292641
24,"u24",26,124.580656884784
24,"u24",27,121.049490725406
24,"u24",28,118.52381631697
24,"u24",29,118.342909874304
24,"u24",30,123.443050936536
24,"u24",31,127.053272286313
24,"u24",32,129.168017957007
24,"u24",33,125.366273537858
24,"u24",34,131.876168211717
24,"u24",35,134.449582583126
25,"u25",1,109.704113914492
25,"u25",2,109.986572119205
25,"u25",3,113.402784783423
25,"u25",4,111.140983127289
25,"u25",5,112.451661971995
25,"u25",6,114.789317859911
25,"u25",7,113.877248646313
25,"u25",8,116.245505054442
25,"u25",9,114.557206474141
25,"u25",10,115.231133088619
25,"u25",11,115.133001732401
25,"u25",12,116.26016952512
25,"u25",13,114.586414778404
25,"u25",14,113.203740587255
25,"u25",15,113.011956251679
25,"u25",16,114.912293204966
25,"u25",17,115.761220327719
25,"u25",18,113.82616266316
25,"u25",19,115.903099375099
25,"u25",20,115.143841021977
25,"u25",21,115.588884913825
25,"u25",22,114.335779316022
25,"u25",23,115.022758583329
25,"u25",24,115.635313057095
25,"u25",25,113.128294003178
25,"u25",26,113.704039179655
25,"u25",27,115.551337330476
25,"u25",28,114.141435660519
25,"u25",29,114.886050870453
25,"u25",30,116.68394210349
25,"u25",31,116.681941615453
25,"u25",32,118.364586399533
25,"u25",33,116.292018929439
25,"u25",34,116.470548307825
25,"u25",35,118.745757012863
26,"u26",1,118.431018045492
26,"u26",2,117.222961433504
26,"u26",3,118.119088042993
26,"u26",4,118.525656289162
26,"u26",5,119.640749785724
26,"u26",6,120.845100502694
26,"u26",7,121.154295890271
26,"u26",8,120.797963029438
26,"u26",9,120.27009164285
26,"u26",10,120.975103118011
26,"u26",11,121.66118242556
26,"u26",12,123.898623598126
26,"u26",13,121.352072697779
26,"u26",14,118.133334383295
26,"u26",15,120.369587476518
26,"u26",16,122.498594853505
26,"u26",17,122.973540095459
26,"u26",18,121.001974595318
26,"u26",19,121.927560978599
26,"u26",20,124.024084768432
26,"u26",21,120.306572916651
26,"u26",22,120.172069251147
26,"u26",23,118.898382745281
26,"u26",24,122.232201049974
26,"u26",25,120.996246752109
26,"u26",26,121.160316881823
26,"u26",27,121.633417182091
26,"u26",28,118.822066168807
26,"u26",29,121.531781630366
26,"u26",30,122.426295711192
26,"u26",31,121.293229096429
26,"u26",32,123.304808127694
26,"u26",33,123.617906314268
26,"u26",34,125.127563622095
26,"u26",35,125.998227539879
