"id","time","Y","trt"
4,4,111.194326854109,0
4,5,112.627734839216,0
4,6,117.784180697927,0
4,7,120.277725918898,0
4,8,121.831026300791,0
4,9,120.013791016434,0
4,10,119.855462926758,0
4,11,117.674692883274,0
4,12,118.998466666403,0
4,13,115.773915135022,0
4,14,112.892795996623,0
4,15,116.800205579721,0
4,16,121.709840089592,0
4,17,122.527165299759,0
4,18,120.918402365281,0
4,19,121.166535094142,0
4,20,121.154111397676,0
4,21,118.260293274345,0
4,22,120.422839303961,0
4,23,116.774819308341,0
4,24,118.929000023278,0
4,25,118.994071769245,0
4,26,118.91110870287,0
4,27,116.229786817372,0
4,28,116.816793200099,0
4,29,118.399664495342,0
4,30,123.291777716606,0
4,31,122.677699008329,0
4,32,127.766456652089,0
4,33,123.550489012438,0
4,34,126.8341623034,0
4,35,132.560962104003,0
5,1,109.324530447206,0
5,2,115.202090642189,0
5,3,117.308169309916,0
5,4,117.640842709082,0
5,5,121.500106956436,0
5,6,122.167549603641,0
5,7,128.93060531502,0
5,8,128.872923971914,0
5,9,124.935832088342,0
5,10,125.380802849463,0
5,11,122.497597991591,0
5,12,125.118779875384,0
5,13,119.145790135227,0
5,14,115.069156869636,0
5,15,117.139272289753,0
5,16,119.883287415485,0
5,17,121.32801592996,0
5,18,119.090809260066,0
5,19,118.400142810159,0
5,20,121.949483244075,0
5,21,120.594537140042,0
5,22,120.681346552819,0
5,23,119.490669200938,0
5,24,121.969587126358,0
5,25,121.695794022045,0
5,26,124.519608738016,0
5,27,122.629912215538,0
5,28,120.917070199465,0
5,29,124.019088824683,0
5,30,129.108837874235,0
5,31,129.909879291694,0
5,32,130.16813105327,0
5,33,126.238237489767,0
5,34,129.433948955031,0
5,35,131.536935262011,0
6,1,114.921114698467,0
6,2,117.252400564886,0
6,3,120.46558667226,0
6,4,122.483460497028,0
6,5,123.478066770031,0
6,6,125.241912163829,0
6,7,131.238340079921,0
6,8,128.025072331706,0
6,9,126.964107918153,0
6,10,127.596462574726,0
6,11,125.772102956778,0
6,12,124.16630412519,0
6,13,122.934121731562,0
6,14,117.250446651229,0
6,15,121.216464893,0
6,16,122.22878644178,0
6,17,122.323286095203,0
6,18,122.159016813316,0
6,19,121.865566737252,0
6,20,121.334459206714,0
6,21,118.83280291787,0
6,22,123.208321764341,0
6,23,121.574075483339,0
6,24,123.978048859096,0
6,25,125.962922670377,0
6,26,126.275397737562,0
6,27,126.837262877342,0
6,28,125.102156723028,0
6,29,126.197093413439,0
6,30,128.115660692762,0
6,31,128.798708936615,0
6,32,130.70800952368,0
6,33,127.3598879763,0
6,34,129.334870159221,0
6,35,130.600838587306,0
7,1,105.262925347465,0
7,2,112.187439309025,0
7,3,113.555016060788,0
7,4,112.772359741044,0
7,5,117.450276485609,0
7,6,120.203207707067,0
7,7,126.938340581872,0
7,8,128.38272403026,0
7,9,126.454702523381,0
7,10,123.885903582098,0
7,11,121.708711121545,0
7,12,126.301943336974,0
7,13,120.39833386442,0
7,14,113.362167832628,0
7,15,119.104325492721,0
7,16,123.026212022044,0
7,17,126.686447992632,0
7,18,124.97488605331,0
7,19,122.835258700141,0
7,20,123.346229069508,0
7,21,122.18369610867,0
7,22,123.065404683678,0
7,23,122.393270093568,0
7,24,122.671852124995,0
7,25,124.794710804201,0
7,26,126.15684230897,0
7,27,123.32404104381,0
7,28,119.760100585381,0
7,29,123.227565248938,0
7,30,126.038610019433,0
7,31,129.880458028263,0
7,32,131.469091175982,0
7,33,127.845139738466,0
7,34,133.151545314413,0
7,35,137.504500397013,0
8,1,116.801012913912,0
8,2,119.285347114684,0
8,3,119.488780113502,0
8,4,122.00543713623,0
8,5,124.431439110681,0
8,6,128.372137047033,0
8,7,130.556528780787,0
8,8,130.812100386644,0
8,9,128.462344681343,0
8,10,126.247435513558,0
8,11,123.683914470392,0
8,12,125.740702230396,0
8,13,122.49366157803,0
8,14,116.631515143639,0
8,15,119.641461928867,0
8,16,120.650543764462,0
8,17,120.817935516195,0
8,18,121.578718593181,0
8,19,120.247645228627,0
8,20,118.263810351767,0
8,21,120.008506132287,0
8,22,120.923258354862,0
8,23,120.503667448034,0
8,24,123.577945291308,0
8,25,123.473908817771,0
8,26,127.114392594595,0
8,27,126.933599517559,0
8,28,127.164672771357,0
8,29,128.241121862111,0
8,30,129.705250902665,0
8,31,130.127717919015,0
8,32,131.910634326428,0
8,33,127.970467681447,0
8,34,129.549592326958,0
8,35,129.250238432323,0
9,1,114.293269868115,0
9,2,116.084897079923,0
9,3,118.413554196134,0
9,4,119.114925500548,0
9,5,121.397562040379,0
9,6,122.437425196014,0
9,7,122.953230609075,0
9,8,123.029212960862,0
9,9,123.419068856069,0
9,10,122.260994877209,0
9,11,121.826117009163,0
9,12,118.995089330826,0
9,13,117.146520059916,0
9,14,113.908667326556,0
9,15,113.797633412658,0
9,16,112.832077085094,0
9,17,114.065334160258,0
9,18,112.188769857415,0
9,19,114.396176515415,0
9,20,114.022237543868,0
9,21,113.987502362131,0
9,22,115.319367270793,0
9,23,117.572610413245,0
9,24,119.62713549594,0
9,25,120.019166418028,0
9,26,121.689304135294,0
9,27,121.423841318688,0
9,28,123.487298370204,0
9,29,123.872687624731,0
9,30,123.954910287147,0
9,31,122.866018120266,0
9,32,122.896168199072,0
9,33,122.83630611994,0
9,34,121.531715434378,0
9,35,121.483852698879,0
10,1,111.366580338419,0
10,2,114.236547962243,0
10,3,118.29158777845,0
10,4,116.388909113768,0
10,5,121.336324993645,0
10,6,123.703665549998,0
10,7,127.510751787715,0
10,8,129.990105559692,0
10,9,127.627108008178,0
10,10,126.351243524996,0
10,11,126.576410621381,0
10,12,127.837036068539,0
10,13,124.328891760181,0
10,14,117.445573320917,0
10,15,125.140184764151,0
10,16,125.280153106026,0
10,17,131.268151041088,0
10,18,128.000307917853,0
10,19,126.155179595976,0
10,20,126.61962520241,0
10,21,125.36210115709,0
10,22,127.680629343427,0
10,23,125.242033759313,0
10,24,124.672626543122,0
10,25,124.514748168798,0
10,26,127.550853037538,0
10,27,124.797355261234,0
10,28,124.145457054296,0
10,29,122.682689745071,0
10,30,129.200021235077,0
10,31,130.771468136494,0
10,32,132.736588516159,0
10,33,127.560625051609,0
10,34,133.299597023596,0
10,35,138.819924535547,0
11,1,117.637177728664,0
11,2,119.571127648492,0
11,3,121.849621844142,0
11,4,120.954410842355,0
11,5,124.330797953007,0
11,6,123.069075878999,0
11,7,128.166464428016,0
11,8,127.413307152287,0
11,9,129.52593990041,0
11,10,127.479763874974,0
11,11,125.792089147828,0
11,12,126.80690676982,0
11,13,123.955009546542,0
11,14,120.374941330521,0
11,15,122.436009707545,0
11,16,124.444986424827,0
11,17,125.945636848035,0
11,18,125.690364660488,0
11,19,125.509888843057,0
11,20,128.648730318745,0
11,21,123.858039611368,0
11,22,124.594915043399,0
11,23,124.650555245252,0
11,24,124.70983199478,0
11,25,124.894122208323,0
11,26,125.735690954117,0
11,27,124.159108576773,0
11,28,125.109554410879,0
11,29,127.468025229938,0
11,30,128.144791436821,0
11,31,128.034701056476,0
11,32,129.126567129825,0
11,33,127.088644315666,0
11,34,131.7144130856,0
11,35,132.078543478228,0
12,1,106.319555262508,0
12,2,110.432238773023,0
12,3,110.424996393633,0
12,4,110.190827192168,0
12,5,114.706239291512,0
12,6,117.698480269094,0
12,7,119.756882606692,0
12,8,120.026257525081,0
12,9,119.67470350243,0
12,10,116.736194848332,0
12,11,119.170650873916,0
12,12,121.765426399382,0
12,13,118.146335175144,0
12,14,113.814017283828,0
12,15,118.168035507164,0
12,16,119.686316119577,0
12,17,123.260948958421,0
12,18,122.256415798586,0
12,19,120.65043204549,0
12,20,121.781741213082,0
12,21,119.430595574303,0
12,22,119.607370053263,0
12,23,117.907700919204,0
12,24,119.304243271638,0
12,25,117.867726464163,0
12,26,120.600964350129,0
12,27,117.652141122054,0
12,28,116.095319454838,0
12,29,117.011999324281,0
12,30,120.627236374964,0
12,31,120.746101600162,0
12,32,124.425495944124,0
12,33,119.960035686958,0
12,34,126.124407015793,0
12,35,128.788495797535,0
13,1,110.511178707348,0
13,2,113.727498600932,0
13,3,115.865743190033,0
13,4,113.671183801843,0
13,5,119.679186168419,0
13,6,122.424565061629,0
13,7,127.856858731133,0
13,8,128.264062311355,0
13,9,128.158248545349,0
13,10,125.533706419874,0
13,11,126.373071486501,0
13,12,130.614251077903,0
13,13,128.673540473775,0
13,14,121.111469364567,0
13,15,125.915777354179,0
13,16,132.595716639624,0
13,17,135.80046226369,0
13,18,135.164771736063,0
13,19,133.104008580776,0
13,20,131.151964131664,0
13,21,128.467682884959,0
13,22,131.570066927373,0
13,23,125.522114466844,0
13,24,128.054084930497,0
13,25,123.511346851865,0
13,26,129.102152969704,0
13,27,123.330027918037,0
13,28,119.930276240269,0
13,29,123.897931304223,0
13,30,127.157092327305,0
13,31,127.277783664711,0
13,32,134.404760458391,0
13,33,130.350294268672,0
13,34,135.554090641116,0
13,35,142.392795228868,0
14,1,106.672839017272,0
14,2,110.498292645888,0
14,3,109.312858223048,0
14,4,110.819716893493,0
14,5,118.552663980672,0
14,6,119.034539805184,0
14,7,125.928476063596,0
14,8,126.270319996846,0
14,9,121.898200825618,0
14,10,122.984956484573,0
14,11,121.677728655875,0
14,12,122.799533797752,0
14,13,119.172066126013,0
14,14,114.846372285959,0
14,15,118.311194773224,0
14,16,122.632405336962,0
14,17,129.655545144165,0
14,18,127.709092628805,0
14,19,124.937294584989,0
14,20,123.706169969592,0
14,21,121.91227840005,0
14,22,125.264722784152,0
14,23,121.115568003314,0
14,24,122.476976895983,0
14,25,119.90962053831,0
14,26,123.714139243599,0
14,27,121.547975615201,0
14,28,118.325398058868,0
14,29,118.498484380505,0
14,30,124.128273643379,0
14,31,126.647237256591,0
14,32,130.191576012569,0
14,33,124.503161859458,0
14,34,132.832198260844,0
14,35,136.531658799813,0
15,1,109.566217954643,0
15,2,112.926377520696,0
15,3,113.567248808839,0
15,4,114.858936015874,0
15,5,116.710954017614,0
15,6,121.838709185175,0
15,7,129.011669802621,0
15,8,128.876475559784,0
15,9,125.597089191571,0
15,10,125.140575051041,0
15,11,126.55459100991,0
15,12,130.317807036698,0
15,13,125.387441002064,0
15,14,119.22954499562,0
15,15,125.218237332744,0
15,16,129.901203249729,0
15,17,134.128408783324,0
15,18,134.298167689945,0
15,19,131.351520199623,0
15,20,131.067881121374,0
15,21,128.685627883549,0
15,22,128.914639291499,0
15,23,126.380659951573,0
15,24,128.176607820976,0
15,25,122.166396533629,0
15,26,127.856570345019,0
15,27,123.499579977994,0
15,28,123.309144957348,0
15,29,121.723927129372,0
15,30,128.266620209641,0
15,31,131.146389932116,0
15,32,132.26168886523,0
15,33,128.114169107763,0
15,34,135.575278717335,0
15,35,141.398526925068,0
16,1,107.251202986711,0
16,2,109.351142271094,0
16,3,110.728382605171,0
16,4,110.782715445203,0
16,5,114.176793833395,0
16,6,113.953519484477,0
16,7,117.924351517897,0
16,8,118.424051542514,0
16,9,118.038682417113,0
16,10,116.514508552514,0
16,11,115.446075725835,0
16,12,118.814304990989,0
16,13,116.986710149444,0
16,14,111.56410225454,0
16,15,117.685272186903,0
16,16,120.215516460623,0
16,17,123.931893155641,0
16,18,123.256616002475,0
16,19,122.415575447059,0
16,20,120.681995010049,0
16,21,119.095710904248,0
16,22,118.892770814708,0
16,23,116.776096014645,0
16,24,117.463562207576,0
16,25,115.745580806329,0
16,26,117.203076198237,0
16,27,114.726306371332,0
16,28,113.66103028896,0
16,29,114.550530256546,0
16,30,118.511196135088,0
16,31,119.117311623553,0
16,32,122.166717083065,0
16,33,120.714229214063,0
16,34,125.199633215708,0
16,35,126.397601353615,0
17,1,122.216322972309,0
17,2,124.056179629176,0
17,3,123.828717680595,0
17,4,127.137686308593,0
17,5,126.93255698513,0
17,6,128.276386645792,0
17,7,127.761690550081,0
17,8,130.142378527568,0
17,9,127.399507464104,0
17,10,127.699406786829,0
17,11,127.00141528739,0
17,12,127.484391552288,0
17,13,126.316381952936,0
17,14,125.1134341114,0
17,15,127.397251645613,0
17,16,127.32576243194,0
17,17,124.777861188925,0
17,18,127.536283685803,0
17,19,124.670044274656,0
17,20,124.532007910544,0
17,21,126.648313786826,0
17,22,125.686791324136,0
17,23,127.064108342333,0
17,24,124.989678223171,0
17,25,126.966345257695,0
17,26,127.216380953768,0
17,27,128.412103374355,0
17,28,127.005121799742,0
17,29,126.493482376313,0
17,30,128.561529512586,0
17,31,129.744982700678,0
17,32,128.466995796175,0
17,33,129.818619059771,0
17,34,130.209210129362,0
17,35,132.312804031833,0
18,1,109.438334286126,0
18,2,110.825013393745,0
18,3,113.558464122201,0
18,4,111.221617070021,0
18,5,113.56389365795,0
18,6,117.204840075573,0
18,7,118.84719215476,0
18,8,117.624637269465,0
18,9,117.450873678954,0
18,10,115.952291369056,0
18,11,117.501358879117,0
18,12,116.10459450744,0
18,13,113.919986493447,0
18,14,112.376412587334,0
18,15,111.95168890414,0
18,16,112.342069592095,0
18,17,114.437335864085,0
18,18,115.659319747385,0
18,19,115.707930040533,0
18,20,113.150071929669,0
18,21,113.294504170586,0
18,22,114.319897405431,0
18,23,114.577226293703,0
18,24,114.855544952529,0
18,25,116.159385638862,0
18,26,116.431839304784,0
18,27,116.868798676523,0
18,28,114.966978362387,0
18,29,116.076548670441,0
18,30,117.950136181101,0
18,31,119.899572383774,0
18,32,120.445071465475,0
18,33,116.435323578194,0
18,34,119.322240015724,0
18,35,120.289891965502,0
19,1,102.585021255899,0
19,2,108.544667921641,0
19,3,110.791323107297,0
19,4,107.908160108567,0
19,5,114.267880522741,0
19,6,115.030249267161,0
19,7,122.548558070905,0
19,8,122.751885930521,0
19,9,119.830306085076,0
19,10,119.925156096981,0
19,11,118.294308050679,0
19,12,122.288162917377,0
19,13,118.723355422635,0
19,14,114.048451920147,0
19,15,119.204737368737,0
19,16,125.351266054497,0
19,17,126.196683905054,0
19,18,125.205157525886,0
19,19,123.705218357839,0
19,20,122.928829166751,0
19,21,121.290255377393,0
19,22,120.451138765387,0
19,23,118.632116249142,0
19,24,120.810988151934,0
19,25,118.501821994016,0
19,26,119.772423507046,0
19,27,118.779506257537,0
19,28,117.815711951218,0
19,29,119.055060748329,0
19,30,121.65731236107,0
19,31,123.127421214365,0
19,32,128.171117151387,0
19,33,123.463414073873,0
19,34,128.733786638715,0
19,35,132.051464366603,0
20,1,112.419259846438,0
20,2,116.386892111405,0
20,3,117.077874253687,0
20,4,118.165139643018,0
20,5,121.531440042644,0
20,6,121.702998317888,0
20,7,126.107407179958,0
20,8,124.754105066326,0
20,9,122.816078967538,0
20,10,123.028788959682,0
20,11,123.79857448957,0
20,12,121.368427362042,0
20,13,120.268206151248,0
20,14,117.741582095171,0
20,15,120.25898855891,0
20,16,120.888385783648,0
20,17,125.891753422837,0
20,18,123.924614264074,0
20,19,122.322052771485,0
20,20,119.885805846201,0
20,21,120.982778772649,0
20,22,123.405929666207,0
20,23,120.59649863202,0
20,24,122.956449116221,0
20,25,124.34382558965,0
20,26,123.486290952101,0
20,27,123.153824220659,0
20,28,121.765057444001,0
20,29,122.382168248519,0
20,30,126.069676998411,0
20,31,127.143184988672,0
20,32,127.700643008685,0
20,33,126.603192087223,0
20,34,126.405588021262,0
20,35,128.804302797288,0
21,1,115.445753506905,0
21,2,115.566560306279,0
21,3,115.580967660088,0
21,4,116.768847056035,0
21,5,116.066814121276,0
21,6,118.474387897669,0
21,7,117.598429444223,0
21,8,121.564520727402,0
21,9,118.259222092393,0
21,10,118.664959964693,0
21,11,119.177661851702,0
21,12,121.578851391202,0
21,13,119.410451235933,0
21,14,117.214400393716,0
21,15,119.639437686581,0
21,16,119.333618348053,0
21,17,120.62010178415,0
21,18,122.160911054062,0
21,19,121.333177643786,0
21,20,120.300804260955,0
21,21,119.19012257314,0
21,22,120.730406280938,0
21,23,120.035422907663,0
21,24,119.07963385841,0
21,25,116.820571718464,0
21,26,120.279514221047,0
21,27,117.444751076797,0
21,28,117.828356567725,0
21,29,116.927032117973,0
21,30,120.788988711769,0
21,31,120.756033212228,0
21,32,122.561790949434,0
21,33,119.158602792516,0
21,34,122.053131978026,0
21,35,124.17018951735,0
22,1,111.136121275374,0
22,2,112.932735058135,0
22,3,114.322338374661,0
22,4,112.865944745313,0
22,5,115.605761155154,0
22,6,120.647344820687,0
22,7,122.73620337529,0
22,8,124.442384989428,0
22,9,122.010174820936,0
22,10,121.604609010649,0
22,11,122.510771577445,0
22,12,121.32286005667,0
22,13,118.241372049888,0
22,14,116.449988864348,0
22,15,118.28765041529,0
22,16,123.206962943975,0
22,17,125.079158340505,0
22,18,122.644983573788,0
22,19,123.563637825333,0
22,20,121.801312052382,0
22,21,121.277711944046,0
22,22,124.565131784033,0
22,23,119.949791139535,0
22,24,121.137714838632,0
22,25,118.951810753579,0
22,26,120.8710105208,0
22,27,121.373051700492,0
22,28,120.011581339649,0
22,29,119.927759717113,0
22,30,123.974176141477,0
22,31,122.701191336945,0
22,32,126.120374353273,0
22,33,123.024629702623,0
22,34,127.486141573904,0
22,35,132.483741391516,0
23,1,114.247939719597,0
23,2,118.301822977108,0
23,3,116.450292702139,0
23,4,117.723916316217,0
23,5,121.75019787135,0
23,6,122.598576816266,0
23,7,127.591449420122,0
23,8,126.950629316775,0
23,9,124.716077740933,0
23,10,125.231518538535,0
23,11,124.751790301755,0
23,12,126.524833909208,0
23,13,123.659096478772,0
23,14,117.345077286808,0
23,15,121.263760338212,0
23,16,124.067149219053,0
23,17,125.714797376482,0
23,18,126.514052033385,0
23,19,123.263024697712,0
23,20,124.14368439806,0
23,21,122.950647533818,0
23,22,122.673667501291,0
23,23,123.220514362757,0
23,24,123.356276966351,0
23,25,122.413541313202,0
23,26,123.253188647719,0
23,27,124.607392008183,0
23,28,122.795005780649,0
23,29,123.591391071935,0
23,30,126.326354082948,0
23,31,126.158133978622,0
23,32,128.973071792375,0
23,33,124.983570564747,0
23,34,129.099531609911,0
23,35,132.464437496155,0
24,1,110.780722623095,0
24,2,114.147910974459,0
24,3,113.754028658497,0
24,4,114.379402693356,0
24,5,115.303910232944,0
24,6,119.617143425524,0
24,7,125.322869511125,0
24,8,124.782793021036,0
24,9,123.178462005633,0
24,10,122.735944254779,0
24,11,122.965596493878,0
24,12,126.350965876178,0
24,13,122.491062962546,0
24,14,121.414119306768,0
24,15,125.20111522178,0
24,16,129.871367400743,0
24,17,133.549480121294,0
24,18,132.386226822555,0
24,19,129.106805695465,0
24,20,129.638771535462,0
24,21,126.118034655334,0
24,22,128.605444069405,0
24,23,123.162474814376,0
24,24,124.736970908369,0
24,25,123.207368292641,0
24,26,124.580656884784,0
24,27,121.049490725406,0
24,28,118.52381631697,0
24,29,118.342909874304,0
24,30,123.443050936536,0
24,31,127.053272286313,0
24,32,129.168017957007,0
24,33,125.366273537858,0
24,34,131.876168211717,0
24,35,134.449582583126,0
25,1,109.704113914492,0
25,2,109.986572119205,0
25,3,113.402784783423,0
25,4,111.140983127289,0
25,5,112.451661971995,0
25,6,114.789317859911,0
25,7,113.877248646313,0
25,8,116.245505054442,0
25,9,114.557206474141,0
25,10,115.231133088619,0
25,11,115.133001732401,0
25,12,116.26016952512,0
25,13,114.586414778404,0
25,14,113.203740587255,0
25,15,113.011956251679,0
25,16,114.912293204966,0
25,17,115.761220327719,0
25,18,113.82616266316,0
25,19,115.903099375099,0
25,20,115.143841021977,0
25,21,115.588884913825,0
25,22,114.335779316022,0
25,23,115.022758583329,0
25,24,115.635313057095,0
25,25,113.128294003178,0
25,26,113.704039179655,0
25,27,115.551337330476,0
25,28,114.141435660519,0
25,29,114.886050870453,0
25,30,116.68394210349,0
25,31,116.681941615453,0
25,32,118.364586399533,0
25,33,116.292018929439,0
25,34,116.470548307825,0
25,35,118.745757012863,0
26,1,118.431018045492,0
26,2,117.222961433504,0
26,3,118.119088042993,0
26,4,118.525656289162,0
26,5,119.640749785724,0
26,6,120.845100502694,0
26,7,121.154295890271,0
26,8,120.797963029438,0
26,9,120.27009164285,0
26,10,120.975103118011,0
26,11,121.66118242556,0
26,12,123.898623598126,0
26,13,121.352072697779,0
26,14,118.133334383295,0
26,15,120.369587476518,0
26,16,122.498594853505,0
26,17,122.973540095459,0
26,18,121.001974595318,0
26,19,121.927560978599,0
26,20,124.024084768432,0
26,21,120.306572916651,0
26,22,120.172069251147,0
26,23,118.898382745281,0
26,24,122.232201049974,0
26,25,120.996246752109,0
26,26,121.160316881823,0
26,27,121.633417182091,0
26,28,118.822066168807,0
26,29,121.531781630366,0
26,30,122.426295711192,0
26,31,121.293229096429,0
26,32,123.304808127694,0
26,33,123.617906314268,0
26,34,125.127563622095,0
26,35,125.998227539879,0
