"t","y","x"
105,0.665401162663608,-0.951618567265016
106,1.73715374779262,-0.0450277248089203
107,0.616402716095997,-0.784904469457076
108,0.855973019133819,-1.66794193658814
109,1.23202557639557,-0.380226520287762
110,2.38795620313945,0.918996609060766
111,2.69776466278154,-0.575346962608392
112,2.70107895228943,0.607964322225033
113,2.18658503663135,-1.61788270828916
114,1.1806534556329,-0.0555619655245394
115,0.684003268412337,0.519407203943462
116,2.26680415897996,0.301153362166714
117,2.21158530462602,0.105676194148943
118,-0.561452779300333,-0.640706008305376
119,-1.65765946770252,-0.849704346033582
120,-1.27581051717159,-1.02412879060491
121,0.68998041757616,0.117646597100126
122,0.166189420510644,-0.947474614184802
123,1.12685745949245,-0.490557443700668
124,2.09145460862865,-0.256092192198247
125,4.44663632478848,1.84386200523221
126,2.4973355079479,-0.651949901695458
127,2.34202870111847,0.235386572284857
128,0.142777856122815,0.0779608495637108
129,-0.00894252103856541,-0.961856634130129
130,0.0228859562611867,-0.0713080861235987
131,0.0892438459336735,1.44455085842335
132,-0.0972763128025336,0.451504053079215
133,1.10943979620063,0.0412329219929399
134,-1.14182057021548,-0.422496832339625
135,-1.80530340580766,-2.05324722154052
136,0.437230033763615,1.13133721341418
137,-1.41343460657779,-1.46064007092482
138,0.525696498157124,0.739947510877335
139,1.77498762512739,1.90910356921748
140,0.119322348601164,-1.4438931609718
141,-1.22611777571173,0.701784335374711
142,1.63645244078605,-0.262197489402468
143,0.545914492800152,-1.57214415914549
144,1.12625005535782,-1.51466765378175
145,1.09150712182334,-1.60153617357459
146,2.38381261976064,-0.530906522170303
147,2.24126777046819,-1.4617555849959
148,2.51466710933571,0.687916772975828
149,3.2477183484648,2.10010894052567
150,0.249440645599891,-1.28703047603518
151,2.17586155316914,0.787738847475178
152,1.47087727221819,0.76904224100091
153,3.64332394946568,0.332202578950118
154,0.578818662166746,-1.00837660827701
155,0.534391330132331,-0.119452606630659
156,1.40106453858748,-0.280395335170247
157,2.17051085780973,0.56298953322048
158,0.846610847272726,-0.372438756103829
159,0.514687108862536,0.976973386685621
160,0.275525566690998,-0.374580857767014
161,1.13601951652491,1.05271146557933
162,-1.58810509198243,-1.04917700666607
163,-1.03998816729978,-1.26015524475811
164,1.82381290171915,3.2410399349424
165,0.408602656875191,-0.416857588160432
166,-0.173981231163539,0.298227591540715
167,0.868251596465825,0.636569674033849
168,1.8216565557191,-0.483780625708743
169,2.45915023333805,0.516862044313609
170,0.889397241145069,0.368964527385086
171,0.250104760704017,-0.215380507641693
172,0.929206646483669,0.0652930335253153
173,0.263512832617207,-0.034067253738464
174,-0.597037863866679,2.12845189901618
175,-0.349301897470544,-0.741336096272828
176,-1.06251943969574,-1.09599626707466
177,-0.61483098549363,0.0377883991710788
178,1.51553335417069,0.310480749443137
179,0.696321895464068,0.436523478910183
180,1.25119098304003,-0.458365332711106
181,-0.456084391227465,-1.06332613397119
182,0.629955258001459,1.26318517608949
183,0.0504726558564441,-0.349650387953555
184,-1.14369936086779,-0.865512862653374
185,-0.950548100058228,-0.236279568941097
186,-0.410115321013966,-0.197175894348552
187,1.30758695190297,1.10992028971364
188,-0.781339132394209,0.0847372921971964
189,-0.249322791563972,0.754053785184521
190,0.36831565104999,-0.499292017172261
191,0.300986656558493,0.214445309581601
192,0.500583767164909,-0.324685911490835
193,1.30356904018845,0.0945835281735714
194,0.999547429614074,-0.895363357977542
195,1.31091728882939,-1.31080153332797
196,2.55232067024196,1.99721338474797
197,1.27427768275168,0.600708823672418
198,-2.28703834320062,-1.25127136162494
199,-1.26150584049139,-0.611165916680421
200,-0.531601363444493,-1.18548008459731
