school_id,year,school_type,funding,test_score
11,6,Private,49.46612563162918,606.1504191151491
11,7,Private,44.88004722524116,601.2943015174665
11,8,Private,44.80431703787752,592.8939500239825
11,9,Private,54.415529001183096,606.5744569779778
11,10,Private,43.01407053570031,603.3858754394774
11,11,Private,60.839389800276365,616.2721656335983
11,12,Private,48.56570844352647,599.9903520961906
12,1,Public,18.577206452085544,528.8782626407082
12,2,Public,12.858807263872805,525.4956817402843
12,3,Public,13.843641353730629,536.7838134314578
12,4,Public,9.387876698478795,531.8956255918674
12,5,Public,16.19242116207388,533.9436599983778
12,6,Public,19.80386792185703,528.2583314810635
12,7,Public,19.235799557278526,532.5415661003661
12,8,Public,12.600754569981738,528.770881387368
12,9,Public,12.558241667186234,518.6306282671206
12,10,Public,14.27678118225308,514.8553334289408
12,11,Public,26.26633751138835,538.6400090272285
12,12,Public,10.466151768315775,513.9619136695607
13,1,Private,65.9945527272659,637.2521574963657
13,2,Private,78.48303322362065,646.4851947242274
13,3,Private,66.46301298157424,641.4685195617025
13,4,Private,58.909818070618726,634.3155145455916
13,5,Private,63.08024568190271,630.3618108056784
13,6,Private,69.98162216697635,646.5371743600707
13,7,Private,64.81524506352844,648.7032234470774
13,8,Private,63.697604112248385,642.0304541704438
13,9,Private,65.00535888877633,623.0412990646146
13,10,Private,67.61184217638241,648.0077786442668
13,11,Private,76.65991492042204,643.247197369566
13,12,Private,66.53747162071377,641.24052296828
14,1,Public,42.974387825920395,580.9514422657276
14,2,Public,40.27411554291469,574.3002437323798
14,3,Public,35.80775147597445,571.7703854211215
14,4,Public,27.292178831667705,574.3219837033947
14,5,Public,33.362886943696175,575.8115225426993
14,6,Public,33.550368130180445,577.8746335194958
14,7,Public,36.772517445580455,589.5565742530385
14,8,Public,44.290782915012215,582.0379577139438
14,9,Public,50.248064691997854,582.4130838359738
14,10,Public,45.775077202913906,562.803191466797
14,11,Public,35.69068506303763,591.0689859796233
14,12,Public,25.95042647566547,563.004095051903
15,1,Public,34.41121741796125,587.9351980324145
15,2,Public,37.27913994083148,575.6553135165037
15,3,Public,41.81397462679632,586.5227207443253
15,4,Public,42.519064413297336,575.4087909757146
15,5,Public,40.849753178890495,578.755471766191
15,6,Public,28.372250503594906,569.1863807356227
15,7,Public,41.841754876191835,574.4675326060706
15,8,Public,34.064553303828376,570.2612997859095
15,9,Public,37.792712803359244,580.4307926088952
15,10,Public,37.19120366543412,571.5698397464299
15,11,Public,39.31289719221474,559.9892854302132
15,12,Public,36.89194649934855,571.4292677337703
16,1,Private,57.30200585084641,634.4370875056949
16,2,Private,71.72583222500104,643.628039105894
16,3,Private,69.62301584645844,642.3671339866504
16,4,Private,65.71294668469106,623.8604071211644
16,5,Private,68.01572350264047,639.6679782640958
16,6,Private,68.11108830857117,643.9190172112054
16,7,Private,68.6329732477264,646.3931844753427
16,8,Private,77.1519334322253,640.9937809184596
16,9,Private,65.99255416275953,633.6196341508094
16,10,Private,68.31524873966833,647.6813638233806
16,11,Private,74.31715967477496,629.192149240843
16,12,Private,73.63194257662191,637.3987054640145
17,1,Public,48.454302577670035,586.6054260288704
17,2,Public,38.11791590903056,565.8769431145159
17,3,Public,53.59762029714487,588.4465771420754
17,4,Public,41.98292914096899,592.665415558713
17,5,Public,52.78383498362907,585.9724863428893
17,6,Public,33.47730779920363,572.4678164315432
17,7,Public,41.70862543351332,582.6801671851125
17,8,Public,49.08221134120319,581.8264315359769
17,9,Public,37.29127079205112,582.3991750205504
17,10,Public,37.06659010608144,582.9016122415629
17,11,Public,35.95149169374653,575.9203465716249
17,12,Public,35.26764423935548,567.2543513661313
18,1,Public,27.72843025386318,543.3358843190251
18,2,Public,32.33846249069946,551.1784671937534
18,3,Public,18.266124465421253,552.4677094420225
18,4,Public,31.623270053179326,541.19289706823
18,5,Public,37.771437731445,545.3849577866602
18,6,Public,42.576831562388186,556.8960114230331
18,7,Public,38.1584434061491,561.5822012384745
18,8,Public,34.89203603572134,550.4666305431987
18,9,Public,19.991005058259596,554.128217553549
18,10,Public,26.74234720490488,554.3053693729502
18,11,Public,28.239108713449873,551.6753591593206
18,12,Public,34.57253086948694,562.4016867363355
19,1,Public,46.54161375296716,584.8065931899843
19,2,Public,39.623749988628774,574.8157736011606
19,3,Public,57.282256005554494,590.1502269427282
19,4,Public,52.64398950776558,590.2820560089709
19,5,Public,48.60022339193596,585.8171862476644
19,6,Public,54.484293418944674,582.2475733941889
19,7,Public,39.14299603357997,583.6352818540657
19,8,Public,51.140563543728604,592.9179605036159
19,9,Public,44.03816749910927,582.5198911937373
19,10,Public,51.27811488809408,585.9386703685602
19,11,Public,46.81071002902936,581.7201192504272
19,12,Public,50.973406035178506,599.877023343695
20,1,Private,61.34640934108782,609.6982507023819
20,2,Private,53.37704419263286,601.8743646874589
20,3,Private,59.43865547244402,589.0639650408644
20,4,Private,46.20269943984359,587.7208436814713
20,5,Private,49.003677008115375,599.814690173374
20,6,Private,62.44860991906054,609.8694206381167
20,7,Private,55.597631488875045,606.2528824781351
20,8,Private,41.019966728129084,601.3187238727966
20,9,Private,45.14907893823721,596.6865768704778
20,10,Private,52.12861755719674,610.7354884684747
20,11,Private,58.527980076738395,599.6223721187347
20,12,Private,52.72200411644013,594.1302997995414
21,1,Private,58.814295062922554,597.2110222404712
21,2,Private,60.82320249752559,612.2153491134153
21,3,Private,65.09549920397627,609.0022083716054
21,4,Private,55.40527063044841,609.2972362766068
21,5,Private,54.75727879371325,601.5057707709226
21,6,Private,44.54974607594502,593.1119513756715
21,7,Private,55.665135795325604,601.3459618969041
21,8,Private,51.63806988342526,588.5398726059573
21,9,Private,49.22511273397409,591.8731092630799
21,10,Private,53.9897328445134,592.8249456277931
21,11,Private,61.158829267260586,614.600901909778
21,12,Private,43.112679298667146,592.211645385255
22,1,Private,57.0596890902834,619.6467319757636
22,2,Private,60.323188515012205,626.6940468729134
22,3,Private,54.26411939318625,611.1007475242045
22,4,Private,61.62678246851132,618.8479213776357
22,5,Private,62.09194433721035,604.882393518616
22,6,Private,59.42514785786002,609.8090998241397
22,7,Private,44.82797565095581,607.1749888883157
22,8,Private,75.05211368871579,627.0095760886448
22,9,Private,58.391569268706775,609.6038542921942
22,10,Private,63.53052450304199,636.7970272484752
22,11,Private,61.26596375973526,613.4355468342568
22,12,Private,65.77140422242607,619.7972469819283
23,1,Private,55.458036296735614,598.3626895777592
23,2,Private,49.293320591120036,589.9331866408972
23,3,Private,52.82108625174213,587.7270047714986
23,4,Private,44.879626631747726,594.784240356435
23,5,Private,55.693617683887,605.2643126024258
23,6,Private,47.78584958518496,589.0029766834053
23,7,Private,65.05271974122036,603.5068279921968
23,8,Private,40.64578624436196,584.244908986742
23,9,Private,47.76815616069499,596.3154049499752
23,10,Private,55.50435879504654,585.7487682468523
23,11,Private,53.612874899763064,608.9530712374623
23,12,Private,47.015193387401084,584.5237220275656
24,1,Private,56.75183412898087,626.4698245977012
24,2,Private,63.59937281049018,638.333868917322
24,3,Private,62.64667410322452,641.245633872329
24,4,Private,51.99083115864164,645.1905171703258
24,5,Private,62.939824985029105,646.7730327497959
24,6,Private,63.87390047638074,641.9522193315281
24,7,Private,63.78087696411705,631.1728115319323
24,8,Private,56.40241632660991,630.4098556046404
24,9,Private,65.58931825204178,640.8412664469993
24,10,Private,71.00393940398145,663.1042164579923
24,11,Private,65.46993700130487,628.8910392026332
24,12,Private,55.91898775997994,644.0994452402894
25,1,Private,49.74028844002356,608.6422227596266
25,2,Private,54.43078297549663,626.8090955814597
25,3,Private,48.47188747026538,603.5974174985953
25,4,Private,39.40828324808333,607.1390220877391
25,5,Private,57.659666178344246,609.3876326113372
25,6,Private,47.377295588427884,617.2396818338384
25,7,Private,48.91279963356529,622.2228256975557
25,8,Private,61.3775649122022,632.9702754883792
25,9,Private,47.70929168054256,616.6974691077021
25,10,Private,57.42855049931077,629.8486835778812
25,11,Private,44.79006398526234,618.0876952480389
25,12,Private,50.22690683973112,611.7017092173204
26,1,Private,58.540047452169496,610.2560807540539
26,2,Private,51.96947502044223,596.1705171466931
26,3,Private,55.172893977534905,603.6001128154733
26,4,Private,58.80833424941848,615.6245381228521
26,5,Private,63.00555937939194,613.385116246771
26,6,Private,49.07810430643771,604.4411555199993
26,7,Private,56.88285813172075,598.6555892159813
26,8,Private,63.51982219826127,605.6730923213772
26,9,Private,55.74852860712281,599.8896666827579
26,10,Private,60.34513509702602,610.7669437630694
26,11,Private,61.93475498737495,602.0200911939182
26,12,Private,60.58839365897846,612.0801175408396
27,1,Public,62.08161423462047,596.0054567641954
27,2,Public,57.42581619192789,613.8266060290623
27,3,Public,55.68000907623946,603.2035479990484
27,4,Public,42.3031744456183,587.0462824885561
27,5,Public,57.604422046915346,602.8213778626157
27,6,Public,60.7437763359521,600.5504965139336
27,7,Public,61.374461203001076,605.9941155470763
27,8,Public,54.83039804991267,601.1743709682277
27,9,Public,68.83908561644307,600.7760552681935
27,10,Public,59.88061467556513,596.9605747605608
27,11,Public,58.91996330854549,604.0205368852622
27,12,Public,65.79566883460329,617.5221677689809
28,1,Public,45.91138056209007,591.6725180369715
28,2,Public,47.520146146457364,580.6734860115688
28,3,Public,64.6068927703042,601.0789666127359
28,4,Public,50.28895301333096,586.3667639777256
28,5,Public,60.023588418455475,594.6567192521231
28,6,Public,41.59113802051849,583.3105838864881
28,7,Public,49.079077077748224,604.0089652317337
28,8,Public,52.49272131182662,579.7319817520064
28,9,Public,52.02240916124042,588.4532551488552
28,10,Public,44.18836033294061,570.586545823012
28,11,Public,50.337733537757856,590.864862222387
28,12,Public,43.75765397133374,590.4642223238711
29,1,Public,45.365040925090966,592.8849663578036
29,2,Public,47.59747151278915,570.6287722598545
29,3,Public,27.738894794700798,575.0790294722196
29,4,Public,48.502981747426134,595.8016848231821
29,5,Public,33.642553992774324,572.8337274694094
29,6,Public,43.81743658752107,580.3517143429799
29,7,Public,45.04823680248092,582.3194876410962
29,8,Public,39.889482005016674,582.0351265780821
29,9,Public,37.218137232466525,582.5333075847426
29,10,Public,42.08074710107758,590.0195005616679
29,11,Public,43.721733177912,581.1109328886731
29,12,Public,46.3886378933175,584.7534351693387
30,1,Public,46.471669518001406,615.1748640252722
30,2,Public,48.96741581305898,602.2740191585614
30,3,Public,67.36810546854223,611.6180122203552
30,4,Public,65.0654645040824,599.5194539993864
30,5,Public,61.39742511485922,606.7343245761923
30,6,Public,63.07676186407949,606.1726512202007
30,7,Public,64.28874092725914,608.371800921611
30,8,Public,42.82015463061904,591.5400464633943
30,9,Public,65.44735400124604,604.3365800075699
30,10,Public,55.87576584203918,598.3559212564038
30,11,Public,60.169392405200334,604.475981009243
30,12,Public,57.01474461611166,613.6616524797886
31,1,Private,72.1538359960179,642.9689116213386
31,2,Private,64.83121157781177,628.7119047588983
31,3,Private,70.03306886687493,622.5514297761664
31,4,Private,64.57793639971156,625.1676814778879
31,5,Private,60.36532301693641,625.3478737152909
31,6,Private,74.18210933418703,637.5677352679229
31,7,Private,71.36744633919109,630.5152205114216
31,8,Private,77.26761970648415,652.7403402975262
31,9,Private,67.31296986702127,630.8149128170969
31,10,Private,73.67206274651448,628.0386299940448
31,11,Private,78.7745605956599,638.6089076942309
31,12,Private,65.23315358131164,624.4352527154457
32,1,Private,53.643056837565545,616.9474662275932
32,2,Private,60.14465411126814,621.3907699395165
32,3,Private,60.29651607418454,622.335565100036
32,4,Private,62.490846541152756,609.8100422849488
32,5,Private,71.85459337801254,628.3262772377286
32,6,Private,59.623900159064746,621.6160328333569
32,7,Private,63.81879144892633,612.0120579109511
32,8,Private,60.21465912472365,626.4848971270737
32,9,Private,61.703467765247034,626.1798189869352
32,10,Private,63.46510949513441,637.8449433992884
32,11,Private,69.55005169031875,626.495494099948
32,12,Private,62.308673779041506,621.3808811341776
33,1,Private,62.14183474152398,617.0559750107658
33,2,Private,62.53794100003851,617.1059015435994
33,3,Private,63.353420446471105,604.1675161677932
33,4,Private,54.418413508231,600.0479320217172
33,5,Private,67.62606810650536,619.127641423639
33,6,Private,55.57904038557322,608.3747258946527
33,7,Private,57.23007581543879,613.8159744919395
33,8,Private,66.28908242762233,604.089764171024
33,9,Private,65.62928425821077,607.9814561005134
33,10,Private,51.32482958686987,602.179287006825
33,11,Private,52.62635481883252,617.5729937659955
33,12,Private,49.71630646511361,601.2351271567117
34,1,Private,48.55621024324653,601.444099248061
34,2,Private,48.45417229503834,607.5385908848901
34,3,Private,49.649815211657916,605.4376353713676
34,4,Private,50.77807337283889,609.3987350515278
34,5,Private,43.85377001161744,620.354666658439
34,6,Private,41.502935540935255,594.9365064029022
34,7,Private,53.62583742397697,607.9441857521662
34,8,Private,51.97149490316548,605.4725515708419
34,9,Private,38.41012786355533,611.5398154831091
34,10,Private,46.89424238243182,600.6571217463759
34,11,Private,42.08944015098855,602.5860265413119
34,12,Private,35.04062066427576,604.441278475973
35,1,Public,62.22855016948895,601.7142237236126
35,2,Public,60.85255912680856,619.8849935598372
35,3,Public,60.7436137772816,612.9637325482466
35,4,Public,62.62474463316748,601.842627886746
35,5,Public,66.6226203687396,614.9428442582059
35,6,Public,62.56141440926041,607.8309260164827
35,7,Public,57.629214325118916,608.5573573725896
35,8,Public,56.9190338708324,605.3088213169477
35,9,Public,60.537012624113004,615.6030472054741
35,10,Public,63.1879313018338,600.242283454735
35,11,Public,55.08974726614784,601.1827588528753
35,12,Public,60.22197616930578,606.1760783308537
36,1,Public,43.60048851524196,576.6777288157036
36,2,Public,37.14720440682756,572.4966641182509
36,3,Public,33.60636094866814,577.5259816656819
36,4,Public,36.141213943681244,578.2475292167293
36,5,Public,44.48477622640636,566.3334930931085
36,6,Public,41.0971487215193,589.4303302034649
36,7,Public,45.21693975472411,586.3662707852486
36,8,Public,38.631472097205105,597.5803616508791
36,9,Public,40.25853553317703,586.4395357667817
36,10,Public,34.44614348014568,575.0269977058712
36,11,Public,41.429108967816475,601.9272301899143
36,12,Public,34.758883701099045,598.1689391685858
37,1,Private,72.72460288802446,630.2113516843805
37,2,Private,82.01595371030369,647.6003685834672
37,3,Private,92.92310322258754,649.3827061687244
37,4,Private,86.0534819536373,648.0490198636575
37,5,Private,88.2395162558765,649.6440815191046
37,6,Private,83.40113025475785,636.3149475783682
37,7,Private,77.59665284630158,643.6646914350758
37,8,Private,80.03455078553723,655.3730346789118
37,9,Private,79.60850727532738,641.7240470018497
37,10,Private,78.4357972375064,641.0285640332116
37,11,Private,85.47299961977723,656.1813764818256
37,12,Private,74.06381490200646,645.8346352915814
38,1,Public,68.58952430689891,610.3607538696256
38,2,Public,68.57624243157763,623.4921472859372
38,3,Public,56.199593359809775,626.0410896727852
38,4,Public,67.22827950162547,630.9904051645644
38,5,Public,77.97268742828932,630.4697766978286
38,6,Public,60.048034622572615,621.8238694374892
38,7,Public,68.4607529626707,613.4444083064368
38,8,Public,58.69811644050585,618.0662938466284
38,9,Public,70.05559602343908,616.098718081904
38,10,Public,64.89027583378164,616.4745420377457
38,11,Public,73.30281986396126,631.2774207189892
38,12,Public,54.63750314300077,605.5707531181176
39,1,Public,41.86380837404211,578.5834615602467
39,2,Public,39.01004463404069,578.0010998364353
39,3,Public,40.98800647633648,576.5739364543892
39,4,Public,38.39412323467825,587.3885444733648
39,5,Public,37.16853420758427,566.7414380042339
39,6,Public,45.643929938492974,583.2260185728551
39,7,Public,35.646111406332714,572.361901651355
39,8,Public,51.07578128013198,580.4163918409517
39,9,Public,35.054356178911775,575.8780011240237
39,10,Public,42.77807059916596,570.1207870044221
39,11,Public,45.36953141175316,569.6243112111331
39,12,Public,45.69200772535003,575.5505872865361
40,1,Public,30.87246921312035,571.7328531616945
40,2,Public,33.15996116828904,561.2334017087951
40,3,Public,38.45053410717669,566.3374328374354
40,4,Public,23.944153693860077,553.9846373381074
40,5,Public,27.99251092712614,561.0360272654865
40,6,Public,34.60536308221829,555.048532633745
40,7,Public,30.014257326296683,567.0609992472926
40,8,Public,40.902973160144626,569.5817923033104
40,9,Public,36.72247237644764,557.3353852525607
40,10,Public,33.115949710807165,561.1985141327024
40,11,Public,23.63640529109855,560.143236096687
40,12,Public,32.83955054827608,564.554918788882
